context,verse_id,answer,entity_type
مردم از تو درباره  قیامت سؤال می‌کنند، بگو: «علم آن تنها نزد خداست!» و چه می‌دانی شاید قیامت نزدیک باشد!,s33.63,قیامت,events
کافران گفتند: «قیامت هرگز به سراغ ما نخواهد آمد!» بگو: «آری به پروردگارم سوگند که به سراغ شما خواهد آمد، خداوندی که از غیب آگاه است و به اندازه سنگینی ذرّه‌ای در آسمانها و زمین از علم او دور نخواهد ماند، و نه کوچکتر از آن و نه بزرگتر، مگر اینکه در کتابی آشکار ثبت است!»,s34.3,قیامت,events
اگر آنها را بخوانید صدای شما را نمی‌شنوند، و اگر بشنوند به شما پاسخ نمی‌گویند؛ و روز قیامت، شرک  شما را منکر می‌شوند، و هیچ کس مانند  خبیر تو را  با خبر نمی‌سازد!,s35.14,قیامت,events
تا روز قیامت در شکم ماهی می‌ماند!,s37.144,قیامت,events
و مسلّماً لعنت من بر تو تا روز قیامت خواهد بود!,s38.78,قیامت,events
آگاه باشید که دین خالص از آن خداست، و آنها که غیر خدا را اولیای خود قرار دادند و دلیلشان این بود که: «اینها را نمی‌پرستیم مگر بخاطر اینکه ما را به خداوند نزدیک کنند»، خداوند روز قیامت میان آنان در آنچه اختلاف داشتند داوری می‌کند؛ خداوند آن کس را که دروغگو و کفران‌کننده است هرگز هدایت نمی‌کند!,s39.3,قیامت,events
شما هر چه را جز او می‌خواهید بپرستید!» بگو: «زیانکاران واقعی آنانند که سرمایه وجود خویش و بستگانشان را در روز قیامت از دست داده‌اند! آگاه باشید زیان آشکار همین است!»,s39.15,قیامت,events
آیا کسی که با صورت خود عذاب دردناک  را در روز قیامت دور می‌سازد ؟! و به ظالمان گفته می شود: «بچشید آنچه را به دست می‌آوردید !»,s39.24,قیامت,events
سپس شما روز قیامت نزد پروردگارتان مخاصمه می‌کنید.,s39.31,قیامت,events
اگر ستمکاران تمام آنچه را روی زمین است مالک باشند و همانند آن بر آن افزوده شود، حاضرند همه را فدا کنند تا از عذاب شدید روز قیامت رهایی یابند؛ و از سوی خدا برای آنها اموری ظاهر می‌شود که هرگز گمان نمی‌کردند!,s39.47,قیامت,events
 مبادا کسی روز قیامت بگوید: «افسوس بر من از کوتاهیهایی که در اطاعت فرمان خدا کردم و از مسخره‌کنندگان  بودم!»,s39.56,قیامت,events
و روز قیامت کسانی را که بر خدا دروغ بستند می‌بینی که صورتهایشان سیاه است؛ آیا در جهنّم جایگاهی برای متکبّران نیست؟!,s39.60,قیامت,events
آنها خدا را آن گونه که شایسته است نشناختند، در حالی که تمام زمین در روز قیامت در قبضه اوست و آسمانها پیچیده در دست او؛ خداوند منزّه و بلندمقام است از شریکیهایی که برای او می‌پندارند,s39.67,قیامت,events
کسانی را که کافر شدند روز قیامت صدا می‌زنند که عداوت و خشم خداوند نسبت به شما از عداوت و خشم خودتان نسبت به خودتان بیشتر است، چرا که بسوی ایمان دعوت می‌شدید، ولی انکار می‌کردید!,s40.10,قیامت,events
قطعاً آنچه مرا بسوی آن می‌خوانید، نه دعوت  در دنیا دارد و نه در آخرت؛ و تنها بازگشت ما در قیامت بسوی خداست؛ و مسرفان اهل آتشند!,s40.43,قیامت,events
عذاب آنها آتش است که هر صبح و شام بر آن عرضه می‌شوند؛ و روزی که قیامت برپا شود  «آل فرعون را در سخت‌ترین عذابها وارد کنید!»,s40.46,قیامت,events
روز قیامت به یقین آمدنی است، و شکّی در آن نیست؛ ولی اکثر مردم ایمان نمی آورند!,s40.59,قیامت,events
کسانی که آیات ما را تحریف می‌کنند بر ما پوشیده نخواهند بود! آیا کسی که در آتش افکنده می‌شود بهتر است یا کسی که در نهایت امن و امان در قیامت به عرصه محشر می‌آید؟! هر کاری می‌خواهید بکنید، او به آنچه انجام می‌دهید بیناست!,s41.40,قیامت,events
علم به قیامت  تنها به خدا بازمی‌گردد؛ هیچ میوه‌ای از غلاف خود خارج نمی‌شود، و هیچ زنی باردار نمی‌گردد و وضع حمل نمی‌کند مگر به علم او؛ و آن روز که آنها را ندا می‌دهد  کجایند شریکانی که برای من می‌پنداشتید؟! می‌گویند: « ما عرضه داشتیم که هیچ گواهی بر گفته خود نداریم!»,s41.47,قیامت,events
و هرگاه او را رحمتی از سوی خود بعد از ناراحتی که به او رسیده بچشانیم می‌گوید: «این بخاطر شایستگی و استحقاق من بوده، و گمان نمی‌کنم قیامت برپا شود؛ و  هرگاه بسوی پروردگارم بازگردانده شوم، برای من نزد او پاداشهای نیک است. ما کافران را از اعمالی که انجام داده‌اند  آگاه خواهیم کرد و از عذاب شدید به آنها می‌چشانیم.,s41.50,قیامت,events
کسانی که به قیامت ایمان ندارند درباره آن شتاب می‌کنند؛ ولی آنها که ایمان آورده‌اند پیوسته از آن هراسانند، و می‌دانند آن حق است؛ آگاه باشید کسانی که در قیامت تردید می‌کنند، در گمراهی عمیقی هستند.,s42.18,قیامت,events
و آنها را می‌بینی که بر آتش عرضه می‌شوند در حالی که از شدّت مذلّت خاشعند و زیر چشمی  نگاه می‌کنند؛ و کسانی که ایمان آورده‌اند می‌گویند: «زیانکاران واقعی آنانند که خود و خانواده خویش را روز قیامت از دست داده‌اند؛ آگاه باشید که ظالمان  در عذاب دائمند!»,s42.45,قیامت,events
و او  سبب آگاهی بر روز قیامت است. ؛ هرگز در آن تردید نکنید؛ و از من پیروی کنید که این راه مستقیم است!,s43.61,قیامت,events
آیا جز این انتظار دارند که قیامت ناگهان به سراغشان آید در حالی که نمی‌فهمند؟,s43.66,قیامت,events
پر برکت و پایدار است کسی که حکومت آسمانها و زمین و آنچه در میان آن دو است از آن اوست؛ و آگاهی از قیام قیامت نزد اوست و به سوی او بازگردانده می‌شوید!,s43.85,قیامت,events
و دلایل روشنی از امر نبّوت و شریعت در اختیارشان قرار دادیم؛ آنها اختلاف نکردند مگر بعد از علم و آگاهی؛ و این اختلاف بخاطر ستم و برتری‌جویی آنان بود؛ امّا پروردگارت روز قیامت در میان آنها در آنچه اختلاف داشتند داوری می‌کند.,s45.17,قیامت,events
بگو: «خداوند شما را زنده می‌کند، سپس می‌میراند، بار دیگر در روز قیامت که در آن تردیدی نیست گردآوری می‌کند؛ ولی بیشتر مردم نمی‌دانند.»,s45.26,قیامت,events
مالکیّت و حاکمیّت آسمانها و زمین برای خداست؛ و آن روز که قیامت برپا شود اهل باطل زیان می‌بینند!,s45.27,قیامت,events
و هنگامی که گفته می‌شد: «وعده خداوند حقّ است، و در قیامت هیچ شکّی نیست»، شما می‌گفتید: «ما نمی‌دانیم قیامت چیست؟ ما تنها گمانی در این باره داریم، و به هیچ‌وجه یقین نداریم!»,s45.32,قیامت,events
چه کسی گمراهتر است از آن کس که معبودی غیر خدا را می‌خواند که تا قیامت هم به او پاسخ نمی‌گوید و از خواندن آنها  ً بی‌خبر است؟! ,s46.5,قیامت,events
و کسی که به پدر و مادرش می‌گوید: «اف بر شما! آیا به من وعده می‌دهید که من روز قیامت مبعوث می‌شوم؟! در حالی که پیش از من اقوام زیادی بودند ! و آن دو پیوسته فریاد می‌کشند و خدا را به یاری می‌طلبند که: وای بر تو، ایمان بیاور که وعده خدا حق است امّا او پیوسته می‌گوید:» اینها چیزی جز افسانه‌های پیشینیان نیست!,s46.17,قیامت,events
آیا آنها  جز این انتظاری دارند که قیامت ناگهان فرا رسد ، در حالی که هم‌اکنون نشانه‌های آن آمده است؛ اما هنگامی که بیاید، تذکّر  آنها سودی نخواهد داشت!,s47.18,قیامت,events
قیامت نزدیک شد و ماه از هم شکافت!,s54.1,قیامت,events
 رستاخیز موعد آنهاست، و مجازات قیامت هولناکتر و تلختر است!,s54.46,قیامت,events
این است وسیله پذیرایی از آنها در قیامت!,s56.56,قیامت,events
آیا نمی‌دانی که خداوند آنچه را در آسمانها و آنچه را در زمین است می‌داند؛ هیچ گاه سه نفر با هم نجوا نمی‌کنند مگر اینکه خداوند چهارمین آنهاست، و هیچ گاه پنج نفر با هم نجوا نمی‌کنند مگر اینکه خداوند ششمین آنهاست، و نه تعدادی کمتر و نه بیشتر از آن مگر اینکه او همراه آنهاست هر جا که باشند، سپس روز قیامت آنها را از اعمالشان آگاه می‌سازد، چرا که خداوند به هر چیزی داناست!,s58.7,قیامت,events
هرگز بستگان و فرزندانتان روز قیامت سودی به حالتان نخواهند داشت؛ میان شما جدایی می‌افکند؛ و خداوند به آنچه انجام می‌دهید بیناست.,s60.3,قیامت,events
 برای شما در زندگی آنها اسوه حسنه  بود، برای کسانی که امید به خدا و روز قیامت دارند؛ و هر کس سرپیچی کند به خویشتن ضرر زده است، زیرا خداوند بی‌نیاز و شایسته ستایش است!,s60.6,قیامت,events
و چون عده آنها سرآمد، آنها را بطرز شایسته‌ای نگه دارید یا بطرز شایسته‌ای از آنان جدا شوید؛ و دو مرد عادل از خودتان را گواه گیرید؛ و شهادت را برای خدا برپا دارید؛ این چیزی است که مؤمنان به خدا و روز قیامت به آن اندرز داده می‌شوند! و هر کس تقوای الهی پیشه کند، خداوند راه نجاتی برای او فراهم می‌کند،,s65.2,قیامت,events
آنها می‌گویند: «اگر راست می‌گویید این وعده قیامت چه زمانی است؟!»,s67.25,قیامت,events
یا اینکه عهد و پیمان مؤکّد و مستمرّی تا روز قیامت بر ما دارید که هر چه را حکم کنید برای شما باشد؟!,s68.39,قیامت,events
سوگند به روز قیامت،,s75.1,قیامت,events
 می‌پرسد: «قیامت کی خواهد بود»!,s75.6,قیامت,events
می‌گویند: «اگر قیامتی در کار باشد، بازگشتی است زیانبار!»,s79.12,قیامت,events
و از تو درباره قیامت می‌پرسند که در چه زمانی واقع می‌شود؟!,s79.42,قیامت,events
آنها در آن روز که قیام قیامت را می‌بینند چنین احساس می‌کنند که گویی توقّفشان  جز شامگاهی یا صبح آن بیشتر نبوده است!,s79.46,قیامت,events
یهودیان گفتند: «مسیحیان هیچ موقعیتی  ندارند»، و مسیحیان نیز گفتند: «یهودیان هیچ موقعیتی ندارند »؛ در حالی که هر دو دسته، کتاب آسمانی را می‌خوانند  افراد نادان  نیز، سخنی همانند سخن آنها داشتند! خداوند، روز قیامت، در باره آنچه در آن اختلاف داشتند، داوری می‌کند.,s2.113,روز قیامت,events
کسانی که کتمان می‌کنند آنچه را خدا از کتاب نازل کرده، و آن را به بهای کمی می‌فروشند، آنها جز آتش چیزی نمی‌خورند؛  و خداوند، روز قیامت، با آنها سخن نمی‌گوید؛ و آنان را پاکیزه نمی‌کند؛ و برای آنها عذاب دردناکی است.,s2.174,روز قیامت,events
و هنگامی که زنان را طلاق دادید و عدّه خود را به پایان رساندند، مانع آنها نشوید که با همسران  خویش، ازدواج کنند! اگر در میان آنان، به طرز پسندیده‌ای تراضی برقرار گردد. این دستوری است که تنها افرادی از شما، که ایمان به خدا و روز قیامت دارند، از آن، پند می‌گیرند . این ، برای رشد  شما مؤثرتر، و برای شستن آلودگیها مفیدتر است؛ و خدا می‌داند و شما نمی‌دانید.,s2.232,روز قیامت,events
کسانی که بخل می‌ورزند، و آنچه را خدا از فضل خویش به آنان داده، انفاق نمی‌کنند، گمان نکنند این کار به سود آنها است؛ بلکه برای آنها شر است؛ بزودی در روز قیامت، آنچه را نسبت به آن بخل ورزیدند، همانند طوقی به گردنشان می‌افکنند. و میراث آسمانها و زمین، از آن خداست؛ و خداوند، از آنچه انجام می‌دهید، آگاه است.,s3.180,روز قیامت,events
هر کسی مرگ را می‌چشد؛ و شما پاداش خود را بطور کامل در روز قیامت خواهید گرفت؛ آنها که از آتش  دور شده، و به بهشت وارد شوند نجات یافته و رستگار شده‌اند و زندگی دنیا، چیزی جز سرمایه فریب نیست!,s3.185,روز قیامت,events
و هیچ یک از اهل کتاب نیست مگر اینکه پیش از مرگش به او  ایمان می‌آورد؛ و روز قیامت، بر آنها گواه خواهد بود.,s4.159,روز قیامت,events
ولی راسخانِ در علم از آنها، و مؤمنان  به تمام آنچه بر تو نازل شده، و آنچه پیش از تو نازل گردیده، ایمان می‌آورند.  نمازگزاران و زکات‌دهندگان و ایمان‌آورندگان به خدا و روز قیامت، بزودی به همه آنان پاداش عظیمی خواهیم داد.,s4.162,روز قیامت,events
