context,verse_id,answer,entity_type
خداوند از این که  پشه، و حتی کمتر از آن، مثال بزند شرم نمی‌کند.  آنان که ایمان آورده‌اند، می‌دانند که آن، حقیقتی است از طرف پروردگارشان؛ و اما آنها که راه کفر را پیموده‌اند،  می‌گویند: «منظور خداوند از این مثل چه بوده است؟!»  خدا جمع زیادی را با آن گمراه، و گروه بسیاری را هدایت می‌کند؛ ولی تنها فاسقان را با آن گمراه می‌سازد!,s2.26,پشه,animals
در این هنگام موسی عصای خود را افکند، و ناگهان مار عظیم و آشکاری شد؛,s26.32, مار ,animals
سپس  طوفان و ملخ و آفت گیاهی و قورباغه‌ها و خون را -که نشانه‌هایی از هم جدا بودند- بر آنها فرستادیم؛  تکبر ورزیدند، و جمعیّت گنهکاری بودند!,s7.133,ملخ,animals
آنان در حالی که چشمهایشان از شدّت وحشت به زیر افتاده، همچون ملخهای پراکنده از قبرها خارج می‌شوند،,s54.7,ملخ,animals
و از شتر یک جفت، و از گاو هم یک جفت ؛ بگو: «کدامیک از اینها را خدا حرام کرده است؟ نرها یا ماده‌ها را؟ یا آنچه را شکم ماده‌ها دربرگرفته؟ یا هنگامی که خدا شما را به این موضوع توصیه کرد، شما گواه  بودید؟! پس چه کسی ستمکارتر است از آن کس که بر خدا دروغ می‌بندد، تا مردم را از روی جهل گمراه سازد؟! خداوند هیچ گاه ستمگران را هدایت نمی‌کند»,s6.144, شتر ,animals
کسانی که آیات ما را تکذیب کردند، و در برابر آن تکبّر ورزیدند،  درهای آسمان به رویشان گشوده نمی‌شود؛ و  داخل بهشت نخواهند شد مگر اینکه شتر از سوراخ سوزن بگذرد! این گونه، گنهکاران را جزا می‌دهیم!,s7.40, شتر ,animals
و هنگامی که متاع خود را گشودند، دیدند سرمایه آنها به آنها بازگردانده شده! گفتند: «پدر! ما دیگر چه میخواهیم؟! این سرمایه ماست که به ما باز پس گردانده شده است!  و ما برای خانواده خویش موادّ غذایی می‌آوریم؛ و برادرمان را حفظ خواهیم کرد؛ و یک بار شتر زیادتر دریافت خواهیم داشت؛ این پیمانه  کوچکی است!»,s12.65, شتر ,animals
گفتند: «پیمانه پادشاه را! و هر کس آن را بیاورد، یک بار شتر  به او داده می‌شود؛ و من ضامن این  هستم!»,s12.72, شتر ,animals
آیا آنان به شتر نمی‌نگرند که چگونه آفریده شده است؟!,s88.17, شتر ,animals
و شترهای چاق و فربه را  برای شما از شعائر الهی قرار دادیم؛ در آنها برای شما خیر و برکت است؛ نام خدا را  در حالی که به صف ایستاده‌اند بر آنها ببرید؛ و هنگامی که پهلوهایشان آرام گرفت ، از گوشت آنها بخورید، و مستمندان قانع و فقیران را نیز از آن اطعام کنید! این گونه ما آنها را مسخّرتان ساختیم، تا شکر خدا را بجا آورید.,s22.36,شترها,animals
 ماهِ رمضان است؛ ماهی که قرآن، برای راهنمایی مردم، و نشانه‌های هدایت، و فرق میان حق و باطل، در آن نازل شده است. پس آن کس از شما که در ماه رمضان در حضر باشد، روزه بدارد! و آن کس که بیمار یا در سفر است، روزهای دیگری را به جای آن، روزه بگیرد! خداوند، راحتی شما را می‌خواهد، نه زحمت شما را! هدف این است که این روزها را تکمیل کنید؛ و خدا را بر اینکه شما را هدایت کرده، بزرگ بشمرید؛ باشد که شکرگزاری کنید!,s2.185,ماهی,animals
و از آنها درباره  شهری که در ساحل دریا بود بپرس! زمانی که آنها در روزهای شنبه، تجاوز  خدا می‌کردند؛ همان هنگام که ماهیانشان، روز شنبه  آشکار می‌شدند؛ امّا در غیر روز شنبه، به سراغ آنها نمی‌آمدند؛ این چنین آنها را به چیزی آزمایش کردیم که نافرمانی می‌کردند!,s7.163,ماهی,animals
 هنگامی که به محل تلاقی آن دو دریا رسیدند، ماهی خود را  فراموش کردند؛ و ماهی راه خود را در دریا پیش گرفت .,s18.61,ماهی,animals
گفت: «به خاطر داری هنگامی که ما  به کنار آن صخره پناه بردیم، من  فراموش کردم جریان ماهی را بازگو کنم -و فقط شیطان بود که آن را از خاطر من برد- و ماهی بطرز شگفت‌آوری راه خود را در دریا پیش گرفت!»,s18.63,ماهی,animals
 و ماهی عظیمی او را بلعید، در حالی که مستحقّ سرزنش بود!,s37.142,ماهی,animals
تا روز قیامت در شکم ماهی می‌ماند!,s37.144,ماهی,animals
اکنون که چنین است صبر کن و منتظر فرمان پروردگارت باش، و مانند صاحب ماهی  مباش  در آن زمان که با نهایت اندوه خدا را خواند.,s68.48,ماهی,animals
یا می‌گویید: «ابراهیم و اسماعیل و اسحاق و یعقوب و اسباط، یهودی یا نصرانی بودند»؟! بگو: «شما بهتر می‌دانید یا خدا؟! » و چه کسی ستمکارتر است از آن کس که گواهی و شهادت الهی را که نزد اوست، کتمان می‌کند؟! و خدا از اعمال شما غافل نیست.,s2.140,اسب,animals
و برای زنان مطلقه، هدیه مناسبی لازم است . این، حقی است بر مردان پرهیزکار.,s2.241,اسب,animals
آنچه در آسمانها و زمین است، از آنِ خداست. و  اگر آنچه را در دل دارید، آشکار سازید یا پنهان، خداوند شما را بر طبق آن، محاسبه می‌کند. سپس هر کس را بخواهد ، می‌بخشد؛ و هر کس را بخواهد ، مجازات می‌کند. و خداوند به همه چیز قدرت دارد.,s2.284,اسب,animals
محبّت امور مادی، از زنان و فرزندان و اموال هنگفت از طلا و نقره و اسبهای ممتاز و چهارپایان و زراعت، در نظر مردم جلوه داده شده است؛  اینها  سرمایه زندگی پست  است؛ و سرانجام نیک ، نزد خداست.,s3.14,اسب,animals
بگو: «به خدا ایمان آوردیم؛ و  به آنچه بر ما و بر ابراهیم و اسماعیل و اسحاق و یعقوب و اسباط نازل گردیده؛ و آنچه به موسی و عیسی و  پیامبران، از طرف پروردگارشان داده شده است؛ ما در میان هیچ یک از آنان فرقی نمی‌گذاریم؛ و در برابرِ  او تسلیم هستیم.»,s3.84,اسب,animals
و یتیمان را چون به حد بلوغ برسند، بیازمایید! اگر در آنها رشد  یافتید، اموالشان را به آنها بدهید! و پیش از آنکه بزرگ شوند، اموالشان را از روی اسراف نخورید! هر کس که بی‌نیاز است،  خودداری کند؛ و آن کس که نیازمند است، به طور شایسته  از آن بخورد. و هنگامی که اموالشان را به آنها بازمی‌گردانید، شاهد بگیرید! اگر چه خداوند برای محاسبه کافی است.,s4.6,اسب,animals
ما به تو وحی فرستادیم؛ همان گونه که به نوح و پیامبران بعد از او وحی فرستادیم؛ و  به ابراهیم و اسماعیل و اسحاق و یعقوب و اسباط  و عیسی و ایّوب و یونس و هارون و سلیمان وحی نمودیم؛ و به داوود زبور دادیم.,s4.163,اسب,animals
هر نیرویی در قدرت دارید، برای مقابله با آنها ، آماده سازید! و  اسبهای ورزیده ، تا به وسیله آن، دشمن خدا و دشمن خویش را بترسانید! و  گروه دیگری غیر از اینها را، که شما نمی‌شناسید و خدا آنها را می‌شناسد! و هر چه در راه خدا  انفاق کنید، بطور کامل به شما بازگردانده می‌شود، و به شما ستم نخواهد شد!,s8.60,اسب,animals
همچنین اسبها و استرها و الاغها را آفرید؛ تا بر آنها سوار شوید و زینت شما باشد، و چیزهایی می‌آفریند که نمی‌دانید.,s16.8,اسب,animals
ما به او در روی زمین، قدرت و حکومت دادیم؛ و اسباب هر چیز را در اختیارش گذاشتیم.,s18.84,اسب,animals
او از این اسباب،  کرد...,s18.85,اسب,animals
سپس  از اسبابی  بهره گرفت...,s18.89,اسب,animals
 از اسباب مهمّی  استفاده کرد...,s18.92,اسب,animals
 اگر می‌خواستیم سرگرمی انتخاب کنیم، چیزی متناسب خود انتخاب می‌کردیم!,s21.17,اسب,animals
ای کسانی که ایمان آورده‌اید! هنگامی که با زنان با ایمان ازدواج کردید و قبل از همبستر شدن طلاق دادید، عدّه‌ای برای شما بر آنها نیست که بخواهید حساب آن را نگاه دارید؛ آنها را با هدیه مناسبی بهره‌مند سازید و بطرز شایسته‌ای رهایشان کنید.,s33.49,اسب,animals
 زره‌های کامل و فراخ بساز، و حلقه‌ها را به اندازه و متناسب کن! و عمل صالح بجا آورید که من به آنچه انجام میدهید بینا هستم!,s34.11,اسب,animals
و میان آنها و شهرهایی که برکت داده بودیم، آبادیهای آشکاری قرار دادیم؛ و سفر در میان آنها را بطور متناسب  مقرّر داشتیم؛  شبها و روزها در این آبادیها با ایمنی  سفر کنید!,s34.18,اسب,animals
به خاطر بیاور هنگامی را که عصرگاهان اسبان چابک تندرو را بر او عرضه داشتند،,s38.31,اسب,animals
گفت: «من این اسبان را بخاطر پروردگارم دوست دارم  تا از دیدگانش پنهان شدند.,s38.32,اسب,animals
و آنچه را خدا از آنان  به رسولش بازگردانده  چیزی است که شما برای به دست آوردن آن  نه اسبی تاختید و نه شتری؛ ولی خداوند رسولان خود را بر هر کس بخواهد مسلّط می‌سازد؛ و خدا بر هر چیز توانا است!,s59.6,اسب,animals
ظرفهای بلورینی از نقره، که آنها را به اندازه مناسب آماده کرده‌اند!,s76.16,اسب,animals
این مجازاتی است موافق و مناسب !,s78.26,اسب,animals
سوگند به اسبان دونده  در حالی که نفس‌زنان به پیش می‌رفتند،,s100.1,اسب,animals
خداوند، تنها  مردار، خون، گوشت خوک و آنچه را نام غیرِ خدا به هنگام ذبح بر آن گفته شود، حرام کرده است.  آن کس که مجبور شود، در صورتی که ستمگر و متجاوز نباشد، گناهی بر او نیست؛  خداوند بخشنده و مهربان است.,s2.173,خوک,animals
گوشت مردار، و خون، و گوشت خوک، و حیواناتی که به غیر نام خدا ذبح شوند، و حیوانات خفه‌شده، و به زجر کشته شده، و آنها که بر اثر پرت‌شدن از بلندی بمیرند، و آنها که به ضرب شاخ حیوان دیگری مرده باشند، و باقیمانده صید حیوان درنده -مگر آنکه  آن را سرببرید- و حیواناتی که روی بتها  ذبح می‌شوند،  بر شما حرام شده است؛ و  قسمت کردن گوشت حیوان به وسیله چوبه‌های تیر مخصوص بخت آزمایی؛ تمام این اعمال، فسق و گناه است -امروز، کافران از  آیین شما، مأیوس شدند؛ بنابر این، از آنها نترسید! و از  من بترسید! امروز، دین شما را کامل کردم؛ و نعمت خود را بر شما تمام نمودم؛ و اسلام را به عنوان آیین  شما پذیرفتم- امّا آنها که در حال گرسنگی، دستشان به غذای دیگری نرسد، و متمایل به گناه نباشند،  خداوند، آمرزنده و مهربان است.,s5.3,خوک,animals
بگو: «آیا شما را از کسانی که موقعیّت و پاداششان نزد خدا بدتر از این است، با خبر کنم؟ کسانی که خداوند آنها را از رحمت خود دور ساخته، و مورد خشم قرار داده،  و از آنها، میمونها و خوکهایی قرار داده، و پرستش بت کرده‌اند؛ موقعیّت و محل آنها، بدتر است؛ و از راه راست، گمراهترند.»,s5.60,خوک,animals
بگو: «در آنچه بر من وحی شده، هیچ غذای حرامی نمی‌یابم؛ بجز اینکه مردار باشد، یا خونی که  بیرون ریخته، یا گوشت خوک -که اینها همه پلیدند- یا حیوانی که به گناه، هنگام سر بریدن، نام غیر خدا  بر آن برده شده است.» اما کسی که مضطر  شود، بی آنکه خواهان لذت باشد و یا زیاده روی کند ؛ زیرا پروردگارت، آمرزنده مهربان است.,s6.145,خوک,animals
خداوند، تنها مردار، خون، گوشت خوک و آنچه را با نام غیر خدا سر بریده‌اند، بر شما حرام کرده است؛ امّا کسانی که ناچار شوند، در حالی که تجاوز و تعدّی از حدّ ننمایند،  خدا بخشنده و مهربان است.,s16.115,خوک,animals
ای مردم! مثلی زده شده است، به آن گوش فرا دهید: کسانی را که غیر از خدا می‌خوانید، هرگز نمی‌توانند مگسی بیافرینند، هر چند برای این کار دست به دست هم دهند! و هرگاه مگس چیزی از آنها برباید، نمی‌توانند آن را باز پس گیرند! هم این طلب‌کنندگان ناتوانند، و هم آن مطلوبان !,s22.73,مگس,animals
و کلام پروردگار تو، با صدق و عدل، به حدّ تمام رسید؛ هیچ کس نمی‌تواند کلمات او را دگرگون سازد؛ و او شنونده داناست.,s6.115,گرگ,animals
آنها پیش از این  در پی فتنه‌انگیزی بودند، و کارها را بر تو دگرگون ساختند ؛ تا آن که حق فرا رسید، و فرمان خدا آشکار گشت ، در حالی که آنها کراهت داشتند.,s9.48,گرگ,animals
 گفت: «من از بردن او غمگین می‌شوم؛ و از این می‌ترسم که گرگ او را بخورد، و شما از او غافل باشید!»,s12.13,گرگ,animals
گفتند: «با اینکه ما گروه نیرومندی هستیم، اگر گرگ او را بخورد، ما از زیانکاران خواهیم بود  ممکن نیست!)»,s12.14,گرگ,animals
گفتند: «ای پدر! ما رفتیم و مشغول مسابقه شدیم، و یوسف را نزد اثاث خود گذاردیم؛ و گرگ او را خورد! تو هرگز سخن ما را باور نخواهی کرد، هر چند راستگو باشیم!»,s12.17,گرگ,animals
این سنت  پیامبرانی است که پیش از تو فرستادیم؛ و هرگز برای سنت ما تغییر و دگرگونی نخواهی یافت!,s17.77,گرگ,animals
آنچه را از کتاب پروردگارت به تو وحی شده تلاوت کن! هیچ چیز سخنان او را دگرگون نمی‌سازد؛ و هرگز پناهگاهی جز او نمی‌یابی!,s18.27,گرگ,animals
بعضی از مردم خدا را تنها با زبان می‌پرستند ؛ همین که  خیری به آنان برسد، حالت اطمینان پیدا می‌کنند؛ اما اگر مصیبتی برای امتحان به آنها برسد، دگرگون می‌شوند !  هم دنیا را از دست داده‌اند، و هم آخرت را؛ و این همان خسران و زیان آشکار است!,s22.11,گرگ,animals
آیا ندیدی که خداوند ابرهایی را به آرامی می‌راند، سپس میان آنها پیوند می‌دهد، و بعد آن را متراکم می‌سازد؟! در این حال، دانه‌های باران را می‌بینی که از لابه‌لای آن خارج می‌شود؛ و از آسمان -از کوه‌هایی که در آن است - دانه‌های تگرگ نازل می‌کند، و هر کس را بخواهد بوسیله آن زیان می‌رساند، و از هر کس بخواهد این زیان را برطرف می‌کند؛ نزدیک است درخشندگی برق آن  چشمها را ببرد!,s24.43,گرگ,animals
خداوند شب و روز را دگرگون می‌سازد؛ در این عبرتی است برای صاحبان بصیرت!,s24.44,گرگ,animals
آیا در زمین گردش نکردند تا ببینند عاقبت کسانی که قبل از آنان بودند چگونه بود؟! آنها نیرومندتر از اینان بودند، و زمین را  بیش از اینان دگرگون ساختند و آباد کردند، و پیامبرانشان با دلایل روشن به سراغشان آمدند ؛ خداوند هرگز به آنان ستم نکرد، آنها به خودشان ستم می‌کردند!,s30.9,گرگ,animals
پس روی خود را متوجّه آیین خالص پروردگار کن! این فطرتی است که خداوند، انسانها را بر آن آفریده؛ دگرگونی در آفرینش الهی نیست؛ این است آیین استوار؛ ولی اکثر مردم نمی‌دانند!,s30.30,گرگ,animals
در آن روز که صورتهای آنان در آتش  دگرگون خواهد شد  می‌گویند: «ای کاش خدا و پیامبر را اطاعت کرده بودیم!»,s33.66,گرگ,animals
و فرعون گفت: «بگذارید موسی را بکشم، و او پروردگارش را بخواند ! زیرا من می‌ترسم که آیین شما را دگرگون سازد، و یا در این سرزمین فساد بر پا کند!»,s40.26,گرگ,animals
توصیف بهشتی که به پرهیزگاران وعده داده شده، چنین است: در آن نهرهایی از آب صاف و خالص که بدبو نشده، و نهرهایی از شیر که طعم آن دگرگون نگشته، و نهرهایی از شراب  که مایه لذّت نوشندگان است، و نهرهایی از عسل مصفّاست، و برای آنها در آن از همه انواع میوه‌ها وجود دارد؛ و  آمرزشی است از سوی پروردگارشان! آیا اینها همانند کسانی هستند که همیشه در آتش دوزخند و از آب جوشان نوشانده می‌شوند که اندرونشان را از هم متلاشی می‌کند؟!,s47.15,گرگ,animals
پوست تن را بکلّی دگرگون می‌کند!,s74.29,گرگ,animals
و  رسول و فرستاده به سوی بنی اسرائیل  من نشانه‌ای از طرف پروردگار شما، برایتان آورده‌ام؛ من از گِل، چیزی به شکل پرنده می‌سازم؛ سپس در آن می‌دمم و به فرمان خدا، پرنده‌ای می‌گردد. و به اذن خدا، کورِ مادرزاد و مبتلایان به برص  را بهبودی می‌بخشم؛ و مردگان را به اذن خدا زنده می‌کنم؛ و از آنچه می‌خورید، و در خانه‌های خود ذخیره می‌کنید، به شما خبر می‌دهم؛ مسلماً در اینها، نشانه‌ای برای شماست، اگر ایمان داشته باشید!,s3.49,پرنده,animals
 هنگامی را که خداوند به عیسی بن مریم گفت: «یاد کن نعمتی را که به تو و مادرت بخشیدم! زمانی که تو را با» روح القدس «تقویت کردم؛ که در گاهواره و به هنگام بزرگی، با مردم سخن می‌گفتی؛ و هنگامی که کتاب و حکمت و تورات و انجیل را به تو آموختم؛ و هنگامی که به فرمان من، از گل چیزی بصورت پرنده می‌ساختی، و در آن می‌دمیدی، و به فرمان من، پرنده‌ای می‌شد؛ و کور مادرزاد، و مبتلا به بیماری پیسی را به فرمان من، شفا می‌دادی؛ و مردگان را  به فرمان من زنده می‌کردی؛ و هنگامی که بنی اسرائیل را از آسیب رساندن به تو، بازداشتم؛ در آن موقع که دلایل روشن برای آنها آوردی، ولی جمعی از کافران آنها گفتند: اینها جز سحر آشکار نیست!»,s5.110,پرنده,animals
هیچ جنبنده‌ای در زمین، و هیچ پرنده‌ای که با دو بال خود پرواز می‌کند، نیست مگر اینکه امتهایی همانند شما هستند. ما هیچ چیز را در این کتاب، فرو گذار نکردیم؛ سپس همگی به سوی پروردگارشان محشور می‌گردند.,s6.38,پرنده,animals
 در جستجوی آن پرنده  برآمد و گفت: «چرا هدهد را نمی‌بینم، یا اینکه او از غایبان است؟!,s27.20,پرنده,animals
و گوشت پرنده از هر نوع که مایل باشند!,s56.21,پرنده,animals
و  هنگامی را که با موسی چهل شب وعده گذاردیم؛  سپس شما گوساله را بعد از او  انتخاب نمودید؛ در حالی که ستمکار بودید.,s2.51,گوساله,animals
و زمانی را که موسی به قوم خود گفت: «ای قوم من! شما با انتخاب گوساله  به خود ستم کردید! پس توبه کنید؛ و به سوی خالق خود باز گردید! و خود را  به قتل برسانید! این کار، برای شما در پیشگاه پروردگارتان بهتر است.» سپس خداوند توبه شما را پذیرفت؛ زیرا که او توبه‌پذیر و رحیم است.,s2.54,گوساله,animals
و  موسی آن همه معجزات را برای شما آورد، و شما پس از  او، گوساله را انتخاب کردید؛ در حالی که ستمگر بودید.,s2.92,گوساله,animals
و  زمانی را که از شما پیمان گرفتیم؛ و کوه طور را بالای سر شما برافراشتیم؛  «این دستوراتی را که به شما داده‌ایم محکم بگیرید، و درست بشنوید!» آنها گفتند: «شنیدیم؛ ولی مخالفت کردیم.» و دلهای آنها، بر اثر کفرشان، با محبت گوساله آمیخته شد. بگو: «ایمان شما، چه فرمان بدی به شما می‌دهد، اگر ایمان دارید!»,s2.93,گوساله,animals
اهل کتاب از تو می‌خواهند کتابی از آسمان  بر آنها نازل کنی؛  آنها از موسی، بزرگتر از این را خواستند، و گفتند: «خدا را آشکارا به ما نشان ده!» و بخاطر این ظلم و ستم، صاعقه آنها را فرا گرفت. سپس گوساله  را، پس از آن همه دلایل روشن که برای آنها آمد،  انتخاب کردند، ولی ما از آن درگذشتیم  و به موسی، برهان آشکاری دادیم.,s4.153,گوساله,animals
قوم موسی بعد  او ، از زیورهای خود گوساله‌ای ساختند؛ جسد بی‌جانی که صدای گوساله داشت! آیا آنها نمی‌دیدند که با آنان سخن نمی‌گوید، و به راه  هدایتشان نمی‌کند؟! آن را  انتخاب کردند، و ظالم بودند!,s7.148,گوساله,animals
کسانی که گوساله را  قرار دادند، بزودی خشم پروردگارشان، و ذلّت در زندگی دنیا به آنها می‌رسد؛ و اینچنین، کسانی را که  افترا می‌بندند، کیفر می دهیم!,s7.152,گوساله,animals
فرستادگان ما  برای ابراهیم بشارت آوردند؛ گفتند: «سلام!»  گفت: «سلام!» و طولی نکشید که گوساله بریانی  آورد.,s11.69,گوساله,animals
و برای آنان مجسّمه گوساله‌ای که صدایی همچون صدای گوساله  داشت پدید آورد؛ و  گفتند: «این خدای شما، و خدای موسی است!» و او فراموش کرد !,s20.88,گوساله,animals
سپس پنهانی به سوی خانواده خود رفت و گوساله فربه  آورد،,s51.26,گوساله,animals
سپس  طوفان و ملخ و آفت گیاهی و قورباغه‌ها و خون را -که نشانه‌هایی از هم جدا بودند- بر آنها فرستادیم؛  تکبر ورزیدند، و جمعیّت گنهکاری بودند!,s7.133,قورباغه,animals
مثَل کسانی که غیر از خدا را اولیای خود برگزیدند، مثَل عنکبوت است که خانه‌ای برای خود انتخاب کرده؛ در حالی که سست‌ترین خانه‌های خانه عنکبوت است اگر می‌دانستند!,s29.41,عنکبوت,animals
روزی که مردم مانند پروانه‌های پراکنده خواهند بود،,s101.4,پروانه,animals
بگو: «آیا شما را از کسانی که موقعیّت و پاداششان نزد خدا بدتر از این است، با خبر کنم؟ کسانی که خداوند آنها را از رحمت خود دور ساخته، و مورد خشم قرار داده،  و از آنها، میمونها و خوکهایی قرار داده، و پرستش بت کرده‌اند؛ موقعیّت و محل آنها، بدتر است؛ و از راه راست، گمراهترند.»,s5.60,میمون,animals
 هنگامی که در برابر آنچه از آن نهی شده بودند سرکشی کردند، به آنها گفتیم: «به شکل میمونهایی طردشده در آیید!»,s7.166,میمون,animals
به طور قطع از حال کسانی از شما، که در روز شنبه نافرمانی و گناه کردند، آگاه شده‌اید! ما به آنها گفتیم: «به صورت بوزینه‌هایی طردشده درآیید!»,s2.65,بوزینه,animals
و اگر می‌خواستیم،  او را با این آیات  بالا می‌بردیم؛  و او به پستی گرایید، و از هوای نفس پیروی کرد! مثل او همچون سگ  است که اگر به او حمله کنی، دهانش را باز، و زبانش را برون می‌آورد، و اگر او را به حال خود واگذاری، باز همین کار را می‌کند؛  بازگو کن، شاید بیندیشند !,s7.176, سگ ,animals
و  می‌پنداشتی بیدارند؛ در حالی که در خواب فرو رفته بودند! و ما آنها را به سمت راست و چپ میگرداندیم . و سگ آنها دستهای خود را بر دهانه غار گشوده بود . اگر نگاهشان می‌کردی، از آنان می‌گریختی؛ و سر تا پای تو از ترس و وحشت پر می‌شد!,s18.18, سگ ,animals
هشت جفت از چهارپایان  آفرید؛ از میش دو جفت، و از بز دو جفت؛ بگو: «آیا خداوند نرهای آنها را حرام کرده، یا ماده‌ها را؟ یا آنچه شکم ماده‌ها در برگرفته؟ اگر راست می‌گویید ، به من خبر دهید!»,s6.143, بز ,animals
و پروردگار تو به زنبور عسل «وحی»  نمود که: «از کوه‌ها و درختان و داربستهایی که مردم می‌سازند، خانه‌هایی برگزین!,s16.68,زنبور,animals
 تا به سرزمین مورچگان رسیدند؛ مورچه‌ای گفت: «به لانه‌های خود بروید تا سلیمان و لشکرش شما را پایمال نکنند در حالی که نمی‌فهمند!»,s27.18,مورچه,animals
 در جستجوی آن پرنده  برآمد و گفت: «چرا هدهد را نمی‌بینم، یا اینکه او از غایبان است؟!,s27.20,هدهد,animals
آیا ندیدی پروردگارت با فیل سواران  چه کرد؟!,s105.1, فیل ,animals
سپس خداوند زاغی را فرستاد که در زمین، جستجو  می‌کرد؛ تا به او نشان دهد چگونه جسد برادر خود را دفن کند. او گفت: «وای بر من! آیا من نتوانستم مثل این زاغ باشم و جسد برادرم را دفن کنم؟!» و سرانجام  پشیمان شد.,s5.31,زاغ,animals
هیچ جنبنده‌ای در زمین، و هیچ پرنده‌ای که با دو بال خود پرواز می‌کند، نیست مگر اینکه امتهایی همانند شما هستند. ما هیچ چیز را در این کتاب، فرو گذار نکردیم؛ سپس همگی به سوی پروردگارشان محشور می‌گردند.,s6.38,جنبنده,animals
