context,verse_id,answer,entity_type
اگر منافقان و بیماردلان و آنها که اخبار دروغ و شایعات بی‌اساس در مدینه پخش می کنند دست از کار خود بر ندارند، تو را بر ضدّ آنان می‌شورانیم، سپس جز مدّت کوتاهی نمی‌توانند در کنار تو در این شهر بمانند!,s33.60,مدینه,locations
آنها می‌گویند: «اگر به مدینه بازگردیم، عزیزان ذلیلان را بیرون می‌کنند!» در حالی که عزت مخصوص خدا و رسول او و مؤمنان است؛ ولی منافقان نمی‌دانند!,s63.8,مدینه,locations
آنچنان که گویی هرگز از ساکنان آن  نبودند! دور باد مدین  از رحمت خدا، همان گونه که قوم ثمود دور شدند!,s11.95, مدین ,locations
و اصحاب مدین ؛ و نیز موسی  تکذیب شد؛ امّا من به کافران مهلت دادم، سپس آنها را مجازات کردم. دیدی چگونه  انکار نمودم ؟!,s22.44, مدین ,locations
و هنگامی که متوجّه جانب مدین شد گفت: «امیدوارم پروردگارم مرا به راه راست هدایت کند!»,s28.22, مدین ,locations
و هنگامی که به  آب مدین رسید، گروهی از مردم را در آنجا دید که چهارپایان خود را سیراب می‌کنند؛ و در کنار آنان دو زن را دید که مراقب گوسفندان خویشند  به آن دو گفت: «کار شما چیست؟ » گفتند: «ما آنها را آب نمی‌دهیم تا چوپانها همگی خارج شوند؛ و پدر ما پیرمرد کهنسالی است !»,s28.23, مدین ,locations
ولی ما اقوامی را در اعصار مختلف خلق کردیم، و زمانهای طولانی بر آنها گذشت ! تو هرگز در میان مردم مدین اقامت نداشتی تا  آیات ما را برای آنها  بخوانی، ولی ما بودیم که تو را فرستادیم !,s28.45, مدین ,locations
 برادر قوم عاد را یاد کن، آن زمان که قومش را در سرزمین «احقاف» بیم داد در حالی که پیامبران زیادی قبل از او در گذشته‌های دور و نزدیک آمده بودند که: جز خدای یگانه را نپرستید!  من بر شما از عذاب روزی بزرگ می‌ترسم!,s46.21,احقاف,locations
و  به خاطر آورید زمانی را که گروهی از آنها گفتند: «ای اهل یثرب ! اینجا جای توقف شما نیست؛ به خانه‌های خود بازگردید!» و گروهی از آنان از پیامبر اجازه بازگشت می‌خواستند و می‌گفتند: «خانه‌های ما بی‌حفاظ است!»، در حالی که بی‌حفاظ نبود؛ آنها فقط می‌خواستند  فرار کنند.,s33.13,یثرب,locations
گناهی بر شما نیست که از فضلِ پروردگارتان  طلب کنید . و هنگامی که از «عرفات» کوچ کردید، خدا را نزد «مشعَر الحرام» یاد کنید! او را یاد کنید همان‌طور که شما را هدایت نمود و قطعاً شما پیش از این، از گمراهان بودید.,s2.198,عرفات,locations
و  زمانی را که از شما پیمان گرفتیم؛ و کوه طور را بالای سر شما قرار دادیم؛  «آنچه را  به شما داده‌ایم، با قدرت بگیرید؛ و آنچه را در آن است به یاد داشته باشید ؛ شاید پرهیزکار شوید!»,s2.63,کوه طور,locations
و  زمانی را که از شما پیمان گرفتیم؛ و کوه طور را بالای سر شما برافراشتیم؛  «این دستوراتی را که به شما داده‌ایم محکم بگیرید، و درست بشنوید!» آنها گفتند: «شنیدیم؛ ولی مخالفت کردیم.» و دلهای آنها، بر اثر کفرشان، با محبت گوساله آمیخته شد. بگو: «ایمان شما، چه فرمان بدی به شما می‌دهد، اگر ایمان دارید!»,s2.93,کوه طور,locations
و کوه طور را بر فراز آنها برافراشتیم؛ و در همان حال از آنها پیمان گرفتیم، و به آنها گفتیم: « از در  با خضوع درآیید!» و  گفتیم: «روز شنبه تعدّی نکنید » و از آنان  پیمان محکمی گرفتیم.,s4.154,کوه طور,locations
ای بنی اسرائیل! ما شما را از چنگال دشمنتان نجات دادیم؛ و در طرف راست کوه طور، با شما وعده گذاردیم؛ و «منّ» و «سلوی» بر شما نازل کردیم!,s20.80,کوه طور,locations
سوگند به کوه طور،,s52.1,کوه طور,locations
«صفا» و «مروه» از شعائر  خداست! بنابراین، کسانی که حجِ خانه خدا و یا عمره انجام می‌دهند، مانعی نیست که بر آن دو طواف کنند؛  و کسی که فرمان خدا را در انجام کارهای نیک اطاعت کند، خداوند  شکرگزار، و  آگاه است.,s2.158,مروه,locations
نگاه‌های انتظارآمیز تو را به سوی آسمان  می‌بینیم! اکنون تو را به سوی قبله‌ای که از آن خشنود باشی، باز می‌گردانیم. پس روی خود را به سوی مسجد الحرام کن! و هر جا باشید، روی خود را به سوی آن بگردانید! و کسانی که کتاب آسمانی به آنها داده شده، بخوبی می‌دانند این فرمانِ حقی است که از ناحیه پروردگارشان صادر شده؛ . و خداوند از اعمال آنها  غافل نیست!,s2.144,مسجد الحرام,locations
از هر جا  خارج شدی،  روی خود را به جانب «مسجد الحرام» کن! این دستور حقی از طرف پروردگار توست! و خداوند، از آنچه انجام می‌دهید، غافل نیست!,s2.149,مسجد الحرام,locations
و از هر جا خارج شدی، روی خود را به جانب مسجد الحرام کن! و هر جا بودید، روی خود را به سوی آن کنید! تا مردم، جز ظالمان  دلیلی بر ضدّ شما نداشته باشند؛  از آنها نترسید! و  از من بترسید!  نعمت خود را بر شما تمام کنم، شاید هدایت شوید!,s2.150,مسجد الحرام,locations
و آنها را  هر کجا یافتید، به قتل برسانید! و از آن جا که شما را بیرون ساختند ، آنها را بیرون کنید! و فتنه  از کشتار هم بدتر است! و با آنها، در نزد مسجد الحرام ، جنگ نکنید! مگر اینکه در آن جا با شما بجنگند. پس اگر  با شما پیکار کردند، آنها را به قتل برسانید! چنین است جزای کافران!,s2.191,مسجد الحرام,locations
و حج و عمره را برای خدا به اتمام برسانید! و اگر محصور شدید،  آنچه از قربانی فراهم شود ! و سرهای خود را نتراشید، تا قربانی به محلش برسد ! و اگر کسی از شما بیمار بود، و یا ناراحتی در سر داشت،  باید فدیه و کفّاره‌ای از قبیل روزه یا صدقه یا گوسفندی بدهد! و هنگامی که  در امان بودید، هر کس با ختم عمره، حج را آغاز کند، آنچه از قربانی برای او میسّر است ! و هر که نیافت، سه روز در ایام حج، و هفت روز هنگامی که باز می‌گردید، روزه بدارد! این، ده روز کامل است.  این برای کسی است که خانواده او، نزد مسجد الحرام نباشد . و از خدا بپرهیزید! و بدانید که او، سخت‌کیفر است!,s2.196,مسجد الحرام,locations
از تو، در باره جنگ کردن در ماه حرام، سؤال می‌کنند؛ بگو: «جنگ در آن،  بزرگ است؛ ولی جلوگیری از راه خدا  و کفر ورزیدن نسبت به او و هتک احترام مسجد الحرام، و اخراج ساکنان آن، نزد خداوند مهمتر از آن است؛ و ایجاد فتنه،  حتّی از قتل بالاتر است. و مشرکان، پیوسته با شما می‌جنگند، تا اگر بتوانند شما را از آیینتان برگردانند؛ ولی کسی که از آیینش برگردد، و در حال کفر بمیرد، تمام اعمال نیک  او، در دنیا و آخرت، برباد می‌رود؛ و آنان اهل دوزخند؛ و همیشه در آن خواهند بود.,s2.217,مسجد الحرام,locations
ای کسانی که ایمان آورده‌اید! شعائر و حدود الهی  را حلال ندانید! و نه ماه حرام را، و نه قربانیهای بی‌نشان و نشاندار را، و نه آنها را که به قصد خانه خدا برای به دست آوردن فضل پروردگار و خشنودی او می‌آیند! اما هنگامی که از احرام بیرون آمدید، صیدکردن برای شما مانعی ندارد. و خصومت با جمعیّتی که شما را از آمدن به مسجد الحرام  بازداشتند، نباید شما را وادار به تعدّی و تجاوز کند! و  در راه نیکی و پرهیزگاری با هم تعاون کنید! و  در راه گناه و تعدّی همکاری ننمایید! و از  خدا بپرهیزید که مجازات خدا شدید است!,s5.2,مسجد الحرام,locations
چرا خدا آنها را مجازات نکند، با اینکه از  مسجد الحرام جلوگیری می‌کنند در حالی که سرپرست آن نیستند؟! سرپرست آن، فقط پرهیزگارانند؛ ولی بیشتر آنها نمی‌دانند.,s8.34,مسجد الحرام,locations
چگونه برای مشرکان پیمانی نزد خدا و رسول او خواهد بود ؟! مگر کسانی که نزد مسجد الحرام با آنان پیمان بستید؛  تا زمانی که در برابر شما وفادار باشند، شما نیز وفاداری کنید، که خداوند پرهیزگاران را دوست دارد!,s9.7,مسجد الحرام,locations
آیا سیراب کردن حجاج، و آباد ساختن مسجد الحرام را، همانند  کسی قرار دادید که به خدا و روز قیامت ایمان آورده، و در راه او جهاد کرده است؟!  نزد خدا مساوی نیستند! و خداوند گروه ظالمان را هدایت نمی‌کند!,s9.19,مسجد الحرام,locations
ای کسانی که ایمان آورده‌اید! مشرکان ناپاکند؛ پس نباید بعد از امسال، نزدیک مسجد الحرام شوند! و اگر از فقر می‌ترسید، خداوند هرگاه بخواهد، شما را به کرمش بی‌نیاز می‌سازد؛  خداوند دانا و حکیم است.,s9.28,مسجد الحرام,locations
پاک و منزّه است خدایی که بنده‌اش را در یک شب، از مسجد الحرام به مسجد الاقصی -که گرداگردش را پربرکت ساخته‌ایم- برد، تا برخی از آیات خود را به او نشان دهیم؛ چرا که او شنوا و بیناست.,s17.1,مسجد الحرام,locations
کسانی که کافر شدند، و مؤمنان را از راه خدا بازداشتند، و  از مسجد الحرام، که آن را برای همه مردم، برابر قرار دادیم، چه کسانی که در آنجا زندگی می‌کنند یا از نقاط دور وارد می‌شوند ؛ و هر کس بخواهد در این سرزمین از راه حق منحرف گردد و دست به ستم زند، ما از عذابی دردناک به او می‌چشانیم!,s22.25,مسجد الحرام,locations
آنها کسانی هستند که کافر شدند و شما را از  مسجد الحرام و رسیدن قربانیهایتان به محل قربانگاه بازداشتند؛ و هرگاه مردان و زنان با ایمانی در این میان بدون آگاهی شما، زیر دست و پا، از بین نمی‌رفتند که از این راه عیب و عاری ناآگاهانه به شما می‌رسید، ! هدف این بود که خدا هر کس را می‌خواهد در رحمت خود وارد کند؛ و اگر مؤمنان و کفّار  از هم جدا می‌شدند، کافران را عذاب دردناکی می‌کردیم!,s48.25,مسجد الحرام,locations
خداوند آنچه را به پیامبرش در عالم خواب نشان داد راست گفت؛ بطور قطع همه شما بخواست خدا وارد مسجد الحرام می‌شوید در نهایت امنیّت و در حالی که سرهای خود را تراشیده یا کوتاه کرده‌اید و از هیچ کس ترس و وحشتی ندارید؛ ولی خداوند چیزهایی را می‌دانست که شما نمی‌دانستید ؛ و قبل از آن، فتح نزدیکی  قرار داده است.,s48.27,مسجد الحرام,locations
پاک و منزّه است خدایی که بنده‌اش را در یک شب، از مسجد الحرام به مسجد الاقصی -که گرداگردش را پربرکت ساخته‌ایم- برد، تا برخی از آیات خود را به او نشان دهیم؛ چرا که او شنوا و بیناست.,s17.1,مسجد الاقصی,locations
کیست ستمکارتر از آن کس که از بردن نام خدا در مساجد او جلوگیری کرد و سعی در ویرانی آنها نمود؟! شایسته نیست آنان، جز با ترس و وحشت، وارد این  شوند. بهره آنها در دنیا  رسوایی است و در سرای دیگر، عذاب عظیم !!,s2.114,مساجد,locations
آمیزش جنسی با همسرانتان، در شبِ روزهایی که روزه می‌گیرید، حلال است. آنها لباس شما هستند؛ و شما لباس آنها . خداوند می‌دانست که شما به خود خیانت می‌کردید؛  پس توبه شما را پذیرفت و شما را بخشید. اکنون با آنها آمیزش کنید، و آنچه را خدا برای شما مقرر داشته، طلب نمایید! و بخورید و بیاشامید، تا رشته سپید صبح، از رشته سیاه  برای شما آشکار گردد! سپس روزه را تا شب، تکمیل کنید! و در حالی که در مساجد به اعتکاف پرداخته‌اید، با زنان آمیزش نکنید! این، مرزهای الهی است؛ پس به آن نزدیک نشوید! خداوند، این چنین آیات خود را برای مردم، روشن می‌سازد، باشد که پرهیزکار گردند!,s2.187,مساجد,locations
مشرکان حق ندارند مساجد خدا را آباد کنند در حالی که به کفر خویش گواهی می‌دهند! آنها اعمالشان نابود  شده؛ و در آتش ، جاودانه خواهند ماند!,s9.17,مساجد,locations
مساجد خدا را تنها کسی آباد می‌کند که ایمان به خدا و روز قیامت آورده، و نماز را برپا دارد، و زکات را بپردازد، و جز از خدا نترسد؛ امید است چنین گروهی از هدایت‌یافتگان باشند.,s9.18,مساجد,locations
همانها که از خانه و شهر خود، به ناحق رانده شدند، جز اینکه می‌گفتند: «پروردگار ما، خدای یکتاست!» و اگر خداوند بعضی از مردم را بوسیله بعضی دیگر دفع نکند، دیرها و صومعه‌ها، و معابد یهود و نصارا، و مساجدی که نام خدا در آن بسیار برده می‌شود، ویران می‌گردد! و خداوند کسانی را که یاری او کنند  یاری می‌کند؛ خداوند قوی و شکست ناپذیر است.,s22.40,مساجد,locations
و اینکه مساجد از آن خداست، پس هیچ کس را با خدا نخوانید!,s72.18,مساجد,locations
به کسانی که ایمان آورده، و کارهای شایسته انجام داده‌اند، بشارت ده که باغهایی از بهشت برای آنهاست که نهرها از زیر درختانش جاریست. هر زمان که میوه‌ای از آن، به آنان داده شود، می‌گویند: «این همان است که قبلا به ما روزی داده شده بود. » و میوه‌هایی که برای آنها آورده می‌شود، همه  یکسانند. و برای آنان همسرانی پاک و پاکیزه است، و جاودانه در آن خواهند بود.,s2.25, بهشت ,locations
و گفتیم: «ای آدم! تو با همسرت در بهشت سکونت کن؛ و از  آن، از هر جا می‌خواهید، گوارا بخورید؛  نزدیک این درخت نشوید؛ که از ستمگران خواهید شد.,s2.35, بهشت ,locations
پس شیطان موجب لغزش آنها از بهشت شد؛ و آنان را از آنچه در آن بودند، بیرون کرد. و  به آنها گفتیم: «همگی  فرود آیید! در حالی که بعضی دشمن دیگری خواهید بود. و برای شما در زمین، تا مدت معینی قرارگاه و وسیله بهره برداری خواهد بود.»,s2.36, بهشت ,locations
آنها گفتند: «هیچ کس، جز یهود یا نصاری، هرگز داخل بهشت نخواهد شد.» این آرزوی آنهاست! بگو: «اگر راست می‌گویید، دلیل خود را  بیاورید!»,s2.111, بهشت ,locations
آیا گمان کردید داخل بهشت می‌شوید، بی‌آنکه حوادثی همچون حوادث گذشتگان به شما برسد؟! همانان که گرفتاریها و ناراحتیها به آنها رسید، و آن چنان ناراحت شدند که پیامبر و افرادی که ایمان آورده بودند گفتند: «پس یاری خدا کی خواهد آمد؟!»  آگاه باشید، یاریِ خدا نزدیک است!,s2.214, بهشت ,locations
و با زنان مشرک و بت‌پرست، تا ایمان نیاورده‌اند، ازدواج نکنید!  کنیز باایمان، از زن آزاد بت‌پرست، بهتر است؛ هر چند  شما را به شگفتی آورد. و زنان خود را به ازدواج مردان بت‌پرست، تا ایمان نیاورده‌اند، در نیاورید!  یک غلام باایمان، از یک مرد آزاد بت‌پرست، بهتر است؛ هر چند  شما را به شگفتی آورد. آنها دعوت به سوی آتش می‌کنند؛ و خدا دعوت به بهشت و آمرزش به فرمان خود می‌نماید، و آیات خویش را برای مردم روشن می‌سازد؛ شاید متذکر شوند!,s2.221, بهشت ,locations
آیا چنین پنداشتید که  وارد بهشت خواهید شد، در حالی که خداوند هنوز مجاهدان از شما و صابران را مشخصّ نساخته است؟!,s3.142, بهشت ,locations
هر کسی مرگ را می‌چشد؛ و شما پاداش خود را بطور کامل در روز قیامت خواهید گرفت؛ آنها که از آتش  دور شده، و به بهشت وارد شوند نجات یافته و رستگار شده‌اند و زندگی دنیا، چیزی جز سرمایه فریب نیست!,s3.185, بهشت ,locations
ولی کسانی  از پروردگارشان می‌پرهیزند، برای آنها باغهایی از بهشت است، که از زیر درختانش نهرها جاری است؛ همیشه در آن خواهند بود. این، نخستین پذیرایی است که از سوی خداوند به آنها می‌رسد؛ و آنچه در نزد خداست، برای نیکان بهتر است!,s3.198, بهشت ,locations
اینها مرزهای الهی است؛ و هر کس خدا و پیامبرش را اطاعت کند،  خداوند وی را در باغهایی از بهشت وارد می‌کند که همواره، آب از زیر درختانش جاری است؛ جاودانه در آن می‌مانند؛ و این، پیروزی بزرگی است!,s4.13, بهشت ,locations
و کسانی که ایمان آوردند و کارهای شایسته انجام دادند، بزودی آنها را در باغهایی از بهشت وارد می‌کنیم که نهرها از زیر درختانش جاری است؛ همیشه در آن خواهند ماند؛ و همسرانی پاکیزه برای آنها خواهد بود؛ و آنان را در سایه‌های گسترده  جای میدهیم.,s4.57, بهشت ,locations
و کسانی که ایمان آورده‌اند و اعمال صالح انجام داده‌اند، بزودی آن را در باغهایی از بهشت وارد می‌کنیم که نهرها از زیر درختانش جاری است؛ جاودانه در آن خواهند ماند. وعده حق خداوند است و کیست که در گفتار و وعده‌هایش، از خدا صادقتر باشد؟!,s4.122, بهشت ,locations
و کسی که چیزی از اعمال صالح را انجام دهد، خواه مرد باشد یا زن، در حالی که ایمان داشته باشد، چنان کسانی داخل بهشت می‌شوند؛ و کمترین ستمی به آنها نخواهد شد.,s4.124, بهشت ,locations
آنها که گفتند: «خداوند همان مسیح بن مریم است»، بیقین کافر شدند،  مسیح گفت: ای بنی اسرائیل! خداوند یگانه را، که پروردگار من و شماست، پرستش کنید! زیرا هر کس شریکی برای خدا قرار دهد، خداوند بهشت را بر او حرام کرده است؛ و جایگاه او دوزخ است؛ و ستمکاران، یار و یاوری ندارند.,s5.72, بهشت ,locations
خداوند بخاطر این سخن، به آنها باغهایی از بهشت پاداش داد که از زیر درختانش، نهرها جاری است؛ جاودانه در آن خواهند ماند؛ و این است جزای نیکوکاران!,s5.85, بهشت ,locations
خداوند می‌گوید: «امروز، روزی است که راستی راستگویان، به آنها سود می‌بخشد؛ برای آنها باغهایی از بهشت است که نهرها از زیر  آن می‌گذرد، و تا ابد، جاودانه در آن می‌مانند؛ هم خداوند از آنها خشنود است، و هم آنها از خدا خشنودند؛ این، رستگاری بزرگ است!»,s5.119, بهشت ,locations
و ای آدم! تو و همسرت در بهشت ساکن شوید! و از هر جا که خواستید، بخورید! امّا به این درخت نزدیک نشوید، که از ستمکاران خواهید بود!»,s7.19, بهشت ,locations
ای فرزندان آدم! شیطان شما را نفریبد، آن گونه که پدر و مادر شما را از بهشت بیرون کرد، و لباسشان را از تنشان بیرون ساخت تا عورتشان را به آنها نشان دهد! چه اینکه او و همکارانش شما را می‌بینند از جایی که شما آنها را نمی‌بینید؛  ما شیاطین را اولیای کسانی قرار دادیم که ایمان نمی‌آورند!,s7.27, بهشت ,locations
کسانی که آیات ما را تکذیب کردند، و در برابر آن تکبّر ورزیدند،  درهای آسمان به رویشان گشوده نمی‌شود؛ و  داخل بهشت نخواهند شد مگر اینکه شتر از سوراخ سوزن بگذرد! این گونه، گنهکاران را جزا می‌دهیم!,s7.40, بهشت ,locations
و آنچه در دلها از کینه و حسد دارند، برمی‌کنیم ؛ و از زیر  آنها، نهرها جریان دارد؛ می‌گویند: «ستایش مخصوص خداوندی است که ما را به این  رهنمون شد؛ و اگر خدا ما را هدایت نکرده بود، ما  راه نمی‌یافتیم! مسلّماً فرستادگان پروردگار ما حق را آوردند!» و  به آنان ندا داده می‌شود که: «این بهشت را در برابر اعمالی که انجام می‌دادید، به ارث بردید!»,s7.43, بهشت ,locations
و در میان آن دو ، حجابی است؛ و بر «اعراف» مردانی هستند که هر یک از آن دو را از چهره‌شان می‌شناسند؛ و به بهشتیان صدا می‌زنند که: «درود بر شما باد!» امّا داخل بهشت نمی‌شوند، در حالی که امید آن را دارند.,s7.46, بهشت ,locations
آیا اینها  همانان نیستند که سوگند یاد کردید رحمت خدا هرگز شامل حالشان نخواهد شد؟!  داخل بهشت شوید، که نه ترسی دارید و نه غمناک می‌شوید!,s7.49, بهشت ,locations
پروردگارشان آنها را به رحمتی از ناحیه خود، و رضایت ، و باغهایی از بهشت بشارت می‌دهد که در آن، نعمتهای جاودانه دارند؛,s9.21, بهشت ,locations
خداوند به مردان و زنان باایمان، باغهایی از بهشت وعده داده که نهرها از زیر درختانش جاری است؛ جاودانه در آن خواهند ماند؛ و مسکن‌های پاکیزه‌ای در بهشتهای جاودان ؛ و  رضای خدا،  برتر است؛ و پیروزی بزرگ، همین است!,s9.72, بهشت ,locations
خداوند برای آنها باغهایی از بهشت فراهم ساخته که نهرها از زیر درختانش جاری است؛ جاودانه در آن خواهند بود؛ و این است رستگاری  بزرگ!,s9.89, بهشت ,locations
پیشگامان نخستین از مهاجرین و انصار، و کسانی که به نیکی از آنها پیروی کردند، خداوند از آنها خشنود گشت، و آنها  از او خشنود شدند؛ و باغهایی از بهشت برای آنان فراهم ساخته، که نهرها از زیر درختانش جاری است؛ جاودانه در آن خواهند ماند؛ و این است پیروزی بزرگ!,s9.100, بهشت ,locations
خداوند از مؤمنان، جانها و اموالشان را خریداری کرده، که  بهشت برای آنان باشد؛  در راه خدا پیکار می‌کنند، می‌کشند و کشته می‌شوند؛ این وعده حقّی است بر او، که در تورات و انجیل و قرآن ذکر فرموده؛ و چه کسی از خدا به عهدش وفادارتر است؟! اکنون بشارت باد بر شما، به داد و ستدی که با خدا کرده‌اید؛ و این است آن پیروزی بزرگ!,s9.111, بهشت ,locations
گفتار  آنها در بهشت این است که: «خداوندا، منزهی تو!» و تحیّت آنها در آنجا: سلام؛ و آخرین سخنشان این است که: «حمد، مخصوص پروردگار عالمیان است!»,s10.10, بهشت ,locations
امّا آنها که خوشبخت و سعادتمند شدند، جاودانه در بهشت خواهند ماند، تا آسمانها و زمین برپاست، مگر آنچه پروردگارت بخواهد! بخششی است قطع نشدنی!,s11.108, بهشت ,locations
و کسانی را که ایمان آوردند و اعمال صالح انجام دادند، به باغهای بهشت وارد می‌کنند؛ باغهایی که نهرها از زیر درختانش جاری است؛ به اذن پروردگارشان، جاودانه در آن می‌مانند؛ و تحیّت آنها در آن، «سلام» است.,s14.23, بهشت ,locations
باغهایی از بهشت جاویدان است که همگی وارد آن می‌شوند؛ نهرها از زیر درختانش می‌گذرد؛ هر چه بخواهند در آنجا هست؛ خداوند پرهیزگاران را چنین پاداش می‌دهد!,s16.31, بهشت ,locations
همانها که فرشتگان  روحشان را می‌گیرند در حالی که پاک و پاکیزه‌اند؛ به آنها می‌گویند: «سلام بر شما! وارد بهشت شوید به خاطر اعمالی که انجام می‌دادید!»,s16.32, بهشت ,locations
آنها کسانی هستند که بهشت جاودان برای آنان است؛ باغهایی از بهشت که نهرها از زیر درختان و قصرهایش جاری است؛ در آنجا با دستبندهایی از طلا آراسته می‌شوند؛ و لباسهایی  به رنگ سبز، از حریر نازک و ضخیم، دربر می‌کنند؛ در حالی که بر تختها تکیه کرده‌اند. چه پاداش خوبی، و چه جمع نیکویی!,s18.31, بهشت ,locations
امّا کسانی که ایمان آوردند و کارهای شایسته انجام دادند، باغهای بهشت برین محل پذیرایی آنان خواهد بود.,s18.107, بهشت ,locations
مگر آنان که توبه کنند، و ایمان بیاورند، و کار شایسته انجام دهند؛ چنین کسانی داخل بهشت می‌شوند، و کمترین ستمی به آنان نخواهد شد.,s19.60, بهشت ,locations
در آن جا هرگز گفتار لغو و بیهوده‌ای نمی‌شنوند؛ و جز سلام در آن جا سخنی نیست؛ و هر صبح و شام، روزی آنان در بهشت مقرّر است.,s19.62, بهشت ,locations
پس گفتیم: «ای آدم! این  دشمن تو و  همسر توست! مبادا شما را از بهشت بیرون کند؛ که به زحمت و رنج خواهی افتاد!,s20.117, بهشت ,locations
خداوند کسانی را که ایمان آورده و اعمال صالح انجام داده‌اند، در باغهایی از بهشت وارد می‌کند که نهرها زیر درختانش جاری است؛  خدا هر چه را اراده کند انجام می‌دهد!,s22.14, بهشت ,locations
خداوند کسانی را که ایمان آورده و اعمال صالح انجام داده‌اند، در باغهایی از بهشت وارد می‌کند که از زیر درختانش نهرها جاری است؛ آنان با دستبندهایی از طلا و مروارید زینت می‌شوند؛ و در آنجا لباسهایشان از حریر است.,s22.23, بهشت ,locations
 که بهشت برین را ارث می‌برند، و جاودانه در آن خواهند ماند!,s23.11, بهشت ,locations
 بگو: «آیا این بهتر است یا بهشت جاویدانی که به پرهیزگاران وعده داده شده؟! بهشتی که پاداش اعمال آنها، و قرارگاهشان است.»,s25.15, بهشت ,locations
 آنها هستند که درجات عالی بهشت در برابر شکیباییشان به آنان پاداش داده می‌شود؛ و در آن، با تحیّت و سلام روبه‌رو می‌شوند.,s25.75, بهشت ,locations
و مرا وارثان بهشت پرنعمت گردان!,s26.85, بهشت ,locations
 بهشت برای پرهیزکاران نزدیک می‌شود،,s26.90, بهشت ,locations
و کسانی که ایمان آورده و کارهای شایسته انجام دادند، آنان را در غرفه‌هایی از بهشت جای می‌دهیم که نهرها در زیر آن جاری است؛ جاودانه در آن خواهند ماند؛ چه خوب است پاداش عمل‌کنندگان!,s29.58, بهشت ,locations
امّا آنان که ایمان آورده و اعمال صالح انجام دادند، در باغی از بهشت شاد و مسرور خواهند بود.,s30.15, بهشت ,locations
