context,verse_id,answer,entity_type
و ما نزدیکان فرعون  را به خشکسالی و کمبود میوه‌ها گرفتار کردیم، شاید متذکر گردند!,s7.130,میوه,foods
و او کسی است که زمین را گسترد؛ و در آن کوه‌ها و نهرهایی قرار داد؛ و در آن از تمام میوه‌ها دو جفت آفرید؛  شب را بر روز می‌پوشاند؛ در اینها آیاتی است برای گروهی که تفکر می‌کنند!,s13.3,میوه,foods
و در روی زمین، قطعاتی در کنار هم قرار دارد که با هم متفاوتند؛ و  باغهایی از انگور و زراعت و نخلها،  که گاه بر یک پایه می‌رویند و گاه بر دو پایه؛  همه آنها از یک آب سیراب می‌شوند! و با این حال، بعضی از آنها را از جهت میوه بر دیگری برتری می‌دهیم؛ در اینها نشانه‌هایی است برای گروهی که عقل خویش را به کار می‌گیرند!,s13.4,میوه,foods
توصیف بهشتی که به پرهیزگاران وعده داده شده،  نهرهای آب از زیر درختانش جاری است، میوه آن همیشگی، و سایه‌اش دائمی است؛ این سرانجام کسانی است که پرهیزگاری پیشه کردند؛ و سرانجام کافران، آتش است!,s13.35,میوه,foods
هر زمان میوه خود را به اذن پروردگارش می‌دهد. و خداوند برای مردم مثلها می‌زند، شاید متذکّر شوند !,s14.25,میوه,foods
خداوند همان کسی است که آسمانها و زمین را آفرید؛ و از آسمان، آبی نازل کرد؛ و با آن، میوه‌ها  را برای روزی شما  بیرون آورد؛ و کشتی‌ها را مسخّر شما گردانید، تا بر صفحه دریا به فرمان او حرکت کنند؛ و نهرها را  مسخّر شما نمود؛,s14.32,میوه,foods
خداوند با آن ، برای شما زراعت و زیتون و نخل و انگور، و از همه میوه‌ها می‌رویاند؛ مسلماً در این، نشانه روشنی برای اندیشمندان است.,s16.11,میوه,foods
و از میوه‌های درختان نخل و انگور، مسکرات  و روزی خوب و پاکیزه می‌گیرید؛ در این، نشانه روشنی است برای جمعیّتی که اندیشه می‌کنند!,s16.67,میوه,foods
هر دو باغ، میوه آورده بود،  و چیزی فروگذار نکرده بود؛ و میان آن دو، نهر بزرگی جاری ساخته بودیم.,s18.33,میوه,foods
 و تمام میوه‌های آن نابود شد؛ و او بخاطر هزینه هایی که در آن صرف کرده بود، پیوسته دستهای خود را به هم می‌مالید -در حالی که تمام باغ بر داربستهایش فرو ریخته بود- و می‌گفت: «ای کاش کسی را همتای پروردگارم قرار نداده بودم!»,s18.42,میوه,foods
سپس بوسیله آن باغهایی از درختان نخل و انگور برای شما ایجاد کردیم؛ باغهایی که در آن میوه‌های بسیار است؛ و از آن میخورید!,s23.19,میوه,foods
در این زراعتها و نخلهایی که میوه‌هایش شیرین و رسیده است؟!,s26.148,میوه,foods
امّا آنها  روی‌گردان شدند، و ما سیل ویرانگر را بر آنان فرستادیم، و دو باغ  شان را به دو باغ  با میوه‌های تلخ و درختان شوره گز و اندکی درخت سدر مبدّل ساختیم!,s34.16,میوه,foods
آیا ندیدی خداوند از آسمان آبی فرو فرستاد که بوسیله آن میوه‌هایی رنگارنگ  خارج ساختیم و از کوه‌ها نیز  جاده‌هایی آفریده شده سفید و سرخ و به رنگهای مختلف و گاه به رنگ کاملاً سیاه!,s35.27,میوه,foods
تا از میوه آن بخورند در حالی که دست آنان هیچ دخالتی در ساختن آن نداشته است! آیا شکر خدا را بجا نمی‌آورند؟!,s36.35,میوه,foods
برای آنها در بهشت میوه بسیار لذّت‌بخشی است، و هر چه بخواهند در اختیار آنان خواهد بود!,s36.57,میوه,foods
میوه‌ها ، و آنها گرامی داشته می‌شوند...,s37.42,میوه,foods
در حالی که در آن بر تختها تکیه کرده‌اند و میوه‌های بسیار و نوشیدنیها در اختیار آنان است!,s38.51,میوه,foods
علم به قیامت  تنها به خدا بازمی‌گردد؛ هیچ میوه‌ای از غلاف خود خارج نمی‌شود، و هیچ زنی باردار نمی‌گردد و وضع حمل نمی‌کند مگر به علم او؛ و آن روز که آنها را ندا می‌دهد  کجایند شریکانی که برای من می‌پنداشتید؟! می‌گویند: « ما عرضه داشتیم که هیچ گواهی بر گفته خود نداریم!»,s41.47,میوه,foods
و در آن برای شما میوه‌های فراوان است که از آن می‌خورید.,s43.73,میوه,foods
آنها در آنجا هر نوع میوه‌ای را بخواهند در اختیارشان قرارمی‌گیرد، و در نهایت امنیّت به سر می‌برند!,s44.55,میوه,foods
توصیف بهشتی که به پرهیزگاران وعده داده شده، چنین است: در آن نهرهایی از آب صاف و خالص که بدبو نشده، و نهرهایی از شیر که طعم آن دگرگون نگشته، و نهرهایی از شراب  که مایه لذّت نوشندگان است، و نهرهایی از عسل مصفّاست، و برای آنها در آن از همه انواع میوه‌ها وجود دارد؛ و  آمرزشی است از سوی پروردگارشان! آیا اینها همانند کسانی هستند که همیشه در آتش دوزخند و از آب جوشان نوشانده می‌شوند که اندرونشان را از هم متلاشی می‌کند؟!,s47.15,میوه,foods
و نخلهای بلندقامت که میوه‌های متراکم دارند؛,s50.10,میوه,foods
و همواره از انواع میوه‌ها و گوشتها -از هر نوع که بخواهند- در اختیارشان می‌گذاریم!,s52.22,میوه,foods
که در آن میوه‌ها و نخلهای پرشکوفه است،,s55.11,میوه,foods
در آن دو، از هر میوه‌ای دو نوع وجود دارد !,s55.52,میوه,foods
این در حالی است که آنها بر فرشهایی تکیه کرده‌اند با آسترهائی از دیبا و ابریشم، و میوه‌های رسیده آن دو باغ بهشتی در دسترس است!,s55.54,میوه,foods
در آنها میوه‌های فراوان و درخت خرما و انار است!,s55.68,میوه,foods
و میوه‌هایی از هر نوع که انتخاب کنند،,s56.20,میوه,foods
و میوه‌های فراوان،,s56.32,میوه,foods
ما آنها را آزمودیم، همان گونه که «صاحبان باغ» را آزمایش کردیم، هنگامی که سوگند یاد کردند که میوه‌های باغ را صبحگاهان  بچینند.,s68.17,میوه,foods
که بسوی کشتزار و باغ خود حرکت کنید اگر قصد چیدن میوه‌ها را دارید!,s68.22,میوه,foods
که میوه هایش در دسترس است!,s69.23,میوه,foods
و در حالی است که سایه‌های درختان بهشتی بر آنها فرو افتاده و چیدن میوه‌هایش بسیار آسان است!,s76.14,میوه,foods
و میوه‌هایی از آنچه مایل باشند!,s77.42,میوه,foods
و میوه و چراگاه،,s80.31,میوه,foods
و  زمانی را که گفتید: «ای موسی! هرگز حاضر نیستیم به یک نوع غذا اکتفا کنیم! از خدای خود بخواه که از آنچه زمین می‌رویاند، از سبزیجات و خیار و سیر و عدس و پیازش، برای ما فراهم سازد.» موسی گفت: «آیا غذای پست‌تر را به جای غذای بهتر انتخاب می‌کنید؟!  در شهری فرود آئید؛ زیرا هر چه خواستید، در آنجا برای شما هست.» و  ذلت و نیاز، بر پیشانی آنها زده شد؛ و باز گرفتار خشم خدائی شدند؛ چرا که آنان نسبت به آیات الهی، کفر می‌ورزیدند؛ و پیامبران را به ناحق می‌کشتند. اینها به خاطر آن بود که گناهکار و متجاوز بودند.,s2.61,سیر,foods
اما این شما هستید که یکدیگر را می‌کشید و جمعی از خودتان را از سرزمینشان بیرون می‌کنید؛ و در این گناه و تجاوز، به یکدیگر کمک می‌نمایید؛  در حالی که اگر بعضی از آنها به صورت اسیران نزد شما آیند، فدیه می‌دهید و آنان را آزاد می‌سازید! با اینکه بیرون ساختن آنان بر شما حرام بود. آیا به بعضی از دستورات کتاب آسمانی ایمان می‌آورید، و به بعضی کافر می‌شوید؟! برای کسی از شما که این عمل  را انجام دهد، جز رسوایی در این جهان، چیزی نخواهد بود، و روز رستاخیز به شدیدترین عذابها گرفتار می‌شوند. و خداوند از آنچه انجام می‌دهید غافل نیست.,s2.85,سیر,foods
در آفرینش آسمانها و زمین، و آمد و شد شب و روز، و کشتیهایی که در دریا به سود مردم در حرکتند، و آبی که خداوند از آسمان نازل کرده، و با آن، زمین را پس از مرگ، زنده نموده، و انواع جنبندگان را در آن گسترده، و  در تغییر مسیر بادها و ابرهایی که میان زمین و آسمان مسخرند، نشانه‌هایی است  برای مردمی که عقل دارند و می‌اندیشند!,s2.164,سیر,foods
او کسی است که این کتاب  را بر تو نازل کرد، که قسمتی از آن، آیات «محکم»  است؛ که اساس این کتاب می‌باشد؛  و قسمتی از آن، «متشابه» است  اما آنها که در قلوبشان انحراف است، به دنبال متشابهاتند، تا فتنه‌انگیزی کنند ؛ و تفسیر  برای آن می‌طلبند؛ در حالی که تفسیر آنها را، جز خدا و راسخان در علم، نمی‌دانند.  می‌گویند: «ما به همه آن ایمان آوردیم؛ همه از طرف پروردگارِ ماست.» و جز صاحبان عقل، متذکر نمی‌شوند .,s3.7,سیر,foods
آنان آرزو می‌کنند که شما هم مانند ایشان کافر شوید، و مساوی یکدیگر باشید. بنابر این، از آنها دوستانی انتخاب نکنید، مگر اینکه  در راه خدا هجرت نمایند. هرگاه از این کار سر باز زنند،  هر جا آنها را یافتید، اسیر کنید! و  به قتل برسانید! و از میان آنها، دوست و یار و یاوری اختیار نکنید!.,s4.89,سیر,foods
بزودی جمعیّت دیگری را می‌یابید که می‌خواهند هم از ناحیه شما در امان باشند، و هم از ناحیه قوم خودشان  هر زمان آنان را به سوی فتنه  بازگردانند، با سر در آن فرو می‌روند! اگر از درگیری با شما کنار نرفتند و پیشنهاد صلح نکردند و دست از شما نکشیدند، آنها را هر جا یافتید اسیر کنید و  به قتل برسانید! آنها کسانی هستند که ما برای شما، تسلّط آشکاری نسبت به آنان قرار داده‌ایم.,s4.91,سیر,foods
ای فرستاده ! آنها که در مسیر کفر شتاب می‌کنند و با زبان می‌گویند: «ایمان آوردیم» و قلب آنها ایمان نیاورده، تو را اندوهگین نسازند! و  گروهی از یهودیان که خوب به سخنان تو گوش می‌دهند، تا دستاویزی برای تکذیب تو بیابند؛ آنها جاسوسان گروه دیگری هستند که خودشان نزد تو نیامده‌اند؛ آنها سخنان را از مفهوم اصلیش تحریف می‌کنند، و  می‌گویند: «اگر این  به شما داده شد  بپذیرید، وگرنه  دوری کنید!»  کسی را که خدا  بخواهد مجازات کند، قادر به دفاع از او نیستی؛ آنها کسانی هستند که خدا نخواسته دلهایشان را پاک کند؛ در دنیا رسوایی، و در آخرت مجازات بزرگی نصیبشان خواهد شد.,s5.41,سیر,foods
هیچ پیامبری حق ندارد اسیرانی  بگیرد تا کاملاً بر آنها پیروز گردد ! شما متاع ناپایدار دنیا را می‌خواهید؛  می‌خواهد؛ و خداوند قادر و حکیم است!,s8.67,سیر,foods
ای پیامبر! به اسیرانی که در دست شما هستند بگو: «اگر خداوند، خیری در دلهای شما بداند،  بهتر از آنچه از شما گرفته شده به شما می‌دهد؛ و شما را می‌بخشد؛ و خداوند آمرزنده و مهربان است!»,s8.70,سیر,foods
با این حال، چهار ماه  در زمین سیر کنید ! و بدانید شما نمی‌توانید خدا را ناتوان سازید،  خداوند خوارکننده کافران است!,s9.2,سیر,foods
 وقتی ماه‌های حرام پایان گرفت، مشرکان را هر جا یافتید به قتل برسانید؛ و آنها را اسیر سازید؛ و محاصره کنید؛ و در هر کمینگاه، بر سر راه آنها بنشینید! هرگاه توبه کنند، و نماز را برپا دارند، و زکات را بپردازند، آنها را رها سازید؛ زیرا خداوند آمرزنده و مهربان است!,s9.5,سیر,foods
آیا سیراب کردن حجاج، و آباد ساختن مسجد الحرام را، همانند  کسی قرار دادید که به خدا و روز قیامت ایمان آورده، و در راه او جهاد کرده است؟!  نزد خدا مساوی نیستند! و خداوند گروه ظالمان را هدایت نمی‌کند!,s9.19,سیر,foods
او کسی است که شما را در خشکی و دریا سیر می‌دهد؛ زمانی که در کشتی قرارمی‌گیرید، و بادهای موافق آنان را  حرکت میدهد و خوشحال می‌شوند، ناگهان طوفان شدیدی می‌وزد؛ و امواج از هر سو به سراغ آنها می‌آید؛ و گمان می‌کنند هلاک خواهند شد؛ در آن هنگام، خدا را از روی اخلاص می‌خوانند که: «اگر ما را از این گرفتاری نجات دهی، حتماً از سپاسگزاران خواهیم بود!»,s10.22,سیر,foods
و ما نفرستادیم پیش از تو، جز مردانی از اهل آبادیها که به آنها وحی می‌کردیم! آیا  در زمین سیر نکردند تا ببینند عاقبت کسانی که پیش از آنها بودند چه شد؟! و سرای آخرت برای پرهیزکاران بهتر است! آیا فکر نمی‌کنید؟!,s12.109,سیر,foods
و در روی زمین، قطعاتی در کنار هم قرار دارد که با هم متفاوتند؛ و  باغهایی از انگور و زراعت و نخلها،  که گاه بر یک پایه می‌رویند و گاه بر دو پایه؛  همه آنها از یک آب سیراب می‌شوند! و با این حال، بعضی از آنها را از جهت میوه بر دیگری برتری می‌دهیم؛ در اینها نشانه‌هایی است برای گروهی که عقل خویش را به کار می‌گیرند!,s13.4,سیر,foods
ما بادها را برای بارور ساختن  فرستادیم؛ و از آسمان آبی نازل کردیم، و شما را با آن سیراب ساختیم؛ در حالی که شما توانایی حفظ و نگهداری آن را نداشتید!,s15.22,سیر,foods
آیا آنان در زمین سیر نکردند، تا دلهایی داشته باشند که حقیقت را با آن درک کنند؛ یا گوشهای شنوایی که با آن  بشنوند؟! چرا که چشمهای ظاهر نابینا نمی‌شود، بلکه دلهایی که در سینه‌هاست کور می‌شود.,s22.46,سیر,foods
و برای شما در چهارپایان عبرتی است؛ از آنچه در درون آنهاست  شما را سیراب می‌کنیم؛ و برای شما در آنها منافع بسیاری است؛ و از گوشت آنها می‌خورید؛,s23.21,سیر,foods
آنان هیچ مثلی برای تو نمی‌آورند مگر اینکه ما حق را برای تو می‌آوریم، و تفسیری بهتر !,s25.33,سیر,foods
و کسی که مرا غذا می‌دهد و سیراب می‌نماید،,s26.79,سیر,foods
بگو: «در روی زمین سیر کنید و ببینید عاقبت کار مجرمان به کجا رسید!»,s27.69,سیر,foods
و هنگامی که به  آب مدین رسید، گروهی از مردم را در آنجا دید که چهارپایان خود را سیراب می‌کنند؛ و در کنار آنان دو زن را دید که مراقب گوسفندان خویشند  به آن دو گفت: «کار شما چیست؟ » گفتند: «ما آنها را آب نمی‌دهیم تا چوپانها همگی خارج شوند؛ و پدر ما پیرمرد کهنسالی است !»,s28.23,سیر,foods
بگو: «در زمین سیر کنید و بنگرید عاقبت کسانی که قبل از شما بودند چگونه بود؟ بیشتر آنها مشرک بودند!,s30.42,سیر,foods
و خداوند گروهی از اهل کتاب  را که از آنان  حمایت کردند از قلعه‌های محکمشان پایین کشید و در دلهایشان رعب افکند؛  گروهی را به قتل می‌رساندید و گروهی را اسیر می‌کردید!,s33.26,سیر,foods
و برای سلیمان باد را مسخّر ساختیم که صبحگاهان مسیر یک ماه را می‌پیمود و عصرگاهان مسیر یک ماه را؛ و چشمه مس  را برای او روان ساختیم؛ و گروهی از جنّ پیش روی او به اذن پروردگارش کار می‌کردند؛ و هر کدام از آنها که از فرمان ما سرپیچی می‌کرد، او را عذاب آتش سوزان می‌چشاندیم!,s34.12,سیر,foods
نه خورشید را سزاست که به ماه رسد، و نه شب بر روز پیشی می‌گیرد؛ و هر کدام در مسیر خود شناورند.,s36.40,سیر,foods
آیا آنها روی زمین سیر نکردند تا ببینند عاقبت کسانی که پیش از آنان بودند چگونه بود؟! آنها در قدرت و ایجاد آثار مهمّ در زمین از اینها برتر بودند؛ ولی خداوند ایشان را به گناهانشان گرفت، و در برابر عذاب او مدافعی نداشتند!,s40.21,سیر,foods
آیا روی زمین سیر نکردند تا ببینند عاقبت کسانی که پیش از آنها بودند چه شد؟! همانها که نفراتشان از اینها بیشتر، و نیرو و آثارشان در زمین فزونتر بود؛ امّا هرگز آنچه را به دست می‌آوردند نتوانست آنها را بی‌نیاز سازد !,s40.82,سیر,foods
و هنگامی که با کافران  در میدان جنگ روبه‌رو شدید گردنهایشان را بزنید،  تا به اندازه کافی دشمن را در هم بکوبید؛ در این هنگام اسیران را محکم ببندید؛ سپس یا بر آنان منّت گذارید  یا در برابر آزادی از آنان فدیه  بگیرید؛  تا جنگ بار سنگین خود را بر زمین نهد،  برنامه این است! و اگر خدا می‌خواست خودش آنها را مجازات می‌کرد، اما می‌خواهد بعضی از شما را با بعضی دیگر بیازماید؛ و کسانی که در راه خدا کشته شدند، خداوند هرگز اعمالشان را از بین نمی‌برد!,s47.4,سیر,foods
آیا در زمین سیر نکردند تا ببینند عاقبت کسانی که قبل از آنان بودند چگونه بود؟! خداوند آنها را هلاک کرد؛ و برای کافران امثال این مجازاتها خواهد بود!,s47.10,سیر,foods
و اینکه اگر آنها  در راه  استقامت ورزند، با آب فراوان سیرابشان می‌کنیم!,s72.16,سیر,foods
 در آن روز مسیر همه بسوی  پروردگارت خواهد بود!,s75.30,سیر,foods
و غذای  را با اینکه به آن علاقه  دارند، به «مسکین» و «یتیم» و «اسیر» می‌دهند!,s76.8,سیر,foods
و در آنجا از جامهایی سیراب می‌شوند که لبریز از شراب طهوری آمیخته با زنجبیل است،,s76.17,سیر,foods
آنها از شراب  زلال دست‌نخورده و سربسته‌ای سیراب می‌شوند!,s83.25,سیر,foods
ما او را در مسیر آسانی قرار می‌دهیم!,s92.7,سیر,foods
بزودی او را در مسیر دشواری قرار می‌دهیم؛,s92.10,سیر,foods
و  زمانی را که گفتید: «ای موسی! هرگز حاضر نیستیم به یک نوع غذا اکتفا کنیم! از خدای خود بخواه که از آنچه زمین می‌رویاند، از سبزیجات و خیار و سیر و عدس و پیازش، برای ما فراهم سازد.» موسی گفت: «آیا غذای پست‌تر را به جای غذای بهتر انتخاب می‌کنید؟!  در شهری فرود آئید؛ زیرا هر چه خواستید، در آنجا برای شما هست.» و  ذلت و نیاز، بر پیشانی آنها زده شد؛ و باز گرفتار خشم خدائی شدند؛ چرا که آنان نسبت به آیات الهی، کفر می‌ورزیدند؛ و پیامبران را به ناحق می‌کشتند. اینها به خاطر آن بود که گناهکار و متجاوز بودند.,s2.61,عدس,foods
و  زمانی را که گفتید: «ای موسی! هرگز حاضر نیستیم به یک نوع غذا اکتفا کنیم! از خدای خود بخواه که از آنچه زمین می‌رویاند، از سبزیجات و خیار و سیر و عدس و پیازش، برای ما فراهم سازد.» موسی گفت: «آیا غذای پست‌تر را به جای غذای بهتر انتخاب می‌کنید؟!  در شهری فرود آئید؛ زیرا هر چه خواستید، در آنجا برای شما هست.» و  ذلت و نیاز، بر پیشانی آنها زده شد؛ و باز گرفتار خشم خدائی شدند؛ چرا که آنان نسبت به آیات الهی، کفر می‌ورزیدند؛ و پیامبران را به ناحق می‌کشتند. اینها به خاطر آن بود که گناهکار و متجاوز بودند.,s2.61,پیاز,foods
و این تنه نخل را به طرف خود تکان ده، رطب تازه‌ای بر تو فرو می‌ریزد!,s19.25,رطب,foods
آیا کسی از شما دوست دارد که باغی از درختان خرما و انگور داشته باشد که از زیر درختان آن، نهرها بگذرد، و برای او در آن ، از هر گونه میوه‌ای وجود داشته باشد، در حالی که به سن پیری رسیده و فرزندانی  ضعیف دارد؛  گردبادی ، که در آن آتش  است، به آن برخورد کند و شعله‌ور گردد و بسوزد؟!  این چنین خداوند آیات خود را برای شما آشکار می‌سازد؛ شاید بیندیشید !,s2.266,انگور,foods
او کسی است که از آسمان، آبی نازل کرد، و به وسیله آن، گیاهان گوناگون رویاندیم؛ و از آن، ساقه‌ها و شاخه‌های سبز، خارج ساختیم؛ و از آنها دانه‌های متراکم، و از شکوفه نخل، شکوفه‌هایی با رشته‌های باریک بیرون فرستادیم؛ و باغهایی از انواع انگور و زیتون و انار،  شبیه به یکدیگر، و  بی‌شباهت! هنگامی که میوه می دهد، به میوه آن و طرز رسیدنش بنگرید که در آن، نشانه‌هایی  برای افراد باایمان است!,s6.99,انگور,foods
