context,verse_id,answer,entity_type
 زمانی را که به فرشتگان گفتیم: «برای آدم سجده کنید!» آنها همگی سجده کردند، جز ابلیس که گفت: «آیا برای کسی سجده کنم که او را از خاک آفریده‌ای؟!»,s17.61,آدم,people
ما آدمیزادگان را گرامی داشتیم؛ و آنها را در خشکی و دریا،  حمل کردیم؛ و از انواع روزیهای پاکیزه به آنان روزی دادیم؛ و آنها را بر بسیاری از موجوداتی که خلق کرده‌ایم، برتری بخشیدیم.,s17.70,آدم,people
به یاد آرید زمانی را که به فرشتگان گفتیم: «برای آدم سجده کنید!» آنها همگی سجده کردند جز ابلیس -که از جن بود- و از فرمان پروردگارش بیرون شد آیا  او و فرزندانش را به جای من اولیای خود انتخاب می‌کنید، در حالی که آنها دشمن شما هستند؟!  چه جایگزینی بدی است برای ستمکاران!,s18.50,آدم,people
آنها پیامبرانی بودند که خداوند مشمول نعمتشان قرار داده بود، از فرزندان آدم، و از کسانی که با نوح بر کشتی سوار کردیم، و از دودمان ابراهیم و یعقوب، و از کسانی که هدایت کردیم و برگزیدیم. آنها کسانی بودند که وقتی آیات خداوند رحمان بر آنان خوانده می‌شد به خاک می‌افتادند، در حالی که سجده می‌کردند و گریان بودند.,s19.58,آدم,people
پیش از این، از آدم پیمان گرفته بودیم؛ امّا او فراموش کرد؛ و عزم استواری برای او نیافتیم!,s20.115,آدم,people
و به یاد آور هنگامی را که به فرشتگان گفتیم: «برای آدم سجده کنید!» همگی سجده کردند؛ جز ابلیس که سرباز زد !,s20.116,آدم,people
پس گفتیم: «ای آدم! این  دشمن تو و  همسر توست! مبادا شما را از بهشت بیرون کند؛ که به زحمت و رنج خواهی افتاد!,s20.117,آدم,people
ولی شیطان او را وسوسه کرد و گفت: «ای آدم! آیا می‌خواهی تو را به درخت زندگی جاوید، و ملکی بی‌زوال راهنمایی کنم؟!»,s20.120,آدم,people
سرانجام هر دو از آن خوردند،  و عورتشان آشکار گشت و برای پوشاندن خود، از برگهای  بهشتی جامه دوختند!  آدم پروردگارش را نافرمانی کرد، و از پاداش او محروم شد!,s20.121,آدم,people
آیا با شما عهد نکردم ای فرزندان آدم که شیطان را نپرستید، که او برای شما دشمن آشکاری است؟!,s36.60,آدم,people
آیا از میان ما تنها بر او وحی نازل شده؟! نه، او آدم بسیار دروغگوی هوسبازی است!,s54.25,آدم,people
و قسم به جان آدمی و آن کس که آن را  منظّم ساخته،,s91.7,آدم,people
 هنگامی را که ابراهیم به پدرش  «آزر» گفت: «آیا بتهائی را معبودان خود انتخاب می‌کنی؟! من، تو و قوم تو را در گمراهی آشکاری می‌بینم.»,s6.74,آزر,people
 هنگامی که خداوند، ابراهیم را با وسایل گوناگونی آزمود. و او به خوبی از عهده این آزمایشها برآمد. خداوند به او فرمود: «من تو را امام و پیشوای مردم قرار دادم!» ابراهیم عرض کرد: «از دودمان من » خداوند فرمود: «پیمان من، به ستمکاران نمی‌رسد! ».,s2.124,ابراهیم,people
و  هنگامی که خانه کعبه را محل بازگشت و مرکز امن و امان برای مردم قرار دادیم! و  از مقام ابراهیم، عبادتگاهی برای خود انتخاب کنید! و ما به ابراهیم و اسماعیل امر کردیم که: «خانه مرا برای طواف‌کنندگان و مجاوران و رکوع‌کنندگان و سجده‌کنندگان، پاک و پاکیزه کنید!»,s2.125,ابراهیم,people
و  هنگامی را که ابراهیم عرض کرد: «پروردگارا! این سرزمین را شهر امنی قرار ده! و اهل آن را -آنها که به خدا و روز بازپسین، ایمان آورده‌اند- از ثمرات ، روزی ده!» گفت: « اما به آنها که کافر شدند، بهره کمی خواهیم داد؛ سپس آنها را به عذاب آتش می‌کشانیم؛ و چه بد سرانجامی دارند»,s2.126,ابراهیم,people
و  هنگامی را که ابراهیم و اسماعیل، پایه‌های خانه  را بالا می‌بردند،  «پروردگارا! از ما بپذیر، که تو شنوا و دانایی!,s2.127,ابراهیم,people
جز افراد سفیه و نادان، چه کسی از آیین ابراهیم،  روی‌گردان خواهد شد؟! ما او را در این جهان برگزیدیم؛ و او در جهان دیگر، از صالحان است.,s2.130,ابراهیم,people
و ابراهیم و یعقوب  فرزندان خود را به این آیین، وصیت کردند؛  «فرزندان من! خداوند این آیین پاک را برای شما برگزیده است؛ و شما، جز به آیین اسلام  از دنیا نروید!»,s2.132,ابراهیم,people
آیا هنگامی که مرگ یعقوب فرا رسید، شما حاضر بودید؟! در آن هنگام که به فرزندان خود گفت: «پس از من، چه چیز را می‌پرستید؟» گفتند: «خدای تو، و خدای پدرانت، ابراهیم و اسماعیل و اسحاق، خداوند یکتا را، و ما در برابر او تسلیم هستیم.»,s2.133,ابراهیم,people
 گفتند: «یهودی یا مسیحی شوید، تا هدایت یابید!» بگو: « بلکه از آیین خالص ابراهیم پیروی کنید! و او هرگز از مشرکان نبود!»,s2.135,ابراهیم,people
بگویید: «ما به خدا ایمان آورده‌ایم؛ و به آنچه بر ما نازل شده؛ و آنچه بر ابراهیم و اسماعیل و اسحاق و یعقوب و پیامبران از فرزندان او نازل گردید، و  آنچه به موسی و عیسی و پیامبران  از طرف پروردگار داده شده است، و در میان هیچ یک از آنها جدایی قائل نمی‌شویم، و در برابر فرمان خدا تسلیم هستیم؛ »,s2.136,ابراهیم,people
یا می‌گویید: «ابراهیم و اسماعیل و اسحاق و یعقوب و اسباط، یهودی یا نصرانی بودند»؟! بگو: «شما بهتر می‌دانید یا خدا؟! » و چه کسی ستمکارتر است از آن کس که گواهی و شهادت الهی را که نزد اوست، کتمان می‌کند؟! و خدا از اعمال شما غافل نیست.,s2.140,ابراهیم,people
آیا ندیدی  کسی  که با ابراهیم در باره پروردگارش محاجه و گفتگو کرد؟ زیرا خداوند به او حکومت داده بود؛  هنگامی که ابراهیم گفت: «خدای من آن کسی است که زنده می‌کند و می‌میراند.» او گفت: «من نیز زنده می‌کنم و می‌میرانم!»  ابراهیم گفت: «خداوند، خورشید را از افق مشرق می‌آورد؛  خورشید را از مغرب بیاور!»  آن مرد کافر، مبهوت و وامانده شد. و خداوند، قوم ستمگر را هدایت نمی‌کند.,s2.258,ابراهیم,people
و  هنگامی را که ابراهیم گفت: «خدایا! به من نشان بده چگونه مردگان را زنده می‌کنی؟» فرمود: «مگر ایمان نیاورده‌ای؟!» عرض کرد: «آری، ولی می‌خواهم قلبم آرامش یابد.» فرمود: «در این صورت، چهار نوع از مرغان را انتخاب کن! و آنها را  قطعه قطعه کن ! سپس بر هر کوهی، قسمتی از آن را قرار بده، بعد آنها را بخوان، به سرعت به سوی تو می‌آیند! و بدان خداوند قادر و حکیم است؛ ».,s2.260,ابراهیم,people
خداوند، آدم و نوح و آل ابراهیم و آل عمران را بر جهانیان برتری داد.,s3.33,ابراهیم,people
ای اهل کتاب! چرا درباره ابراهیم، گفتگو و نزاع می‌کنید ؟! در حالی که تورات و انجیل، بعد از او نازل شده است! آیا اندیشه نمی‌کنید؟!,s3.65,ابراهیم,people
ابراهیم نه یهودی بود و نه نصرانی؛ بلکه موحّدی خالص و مسلمان بود؛ و هرگز از مشرکان نبود.,s3.67,ابراهیم,people
سزاوارترین مردم به ابراهیم، آنها هستند که از او پیروی کردند، و  این پیامبر و کسانی که  ایمان آورده‌اند ؛ و خداوند، ولیّ و سرپرست مؤمنان است.,s3.68,ابراهیم,people
بگو: «به خدا ایمان آوردیم؛ و  به آنچه بر ما و بر ابراهیم و اسماعیل و اسحاق و یعقوب و اسباط نازل گردیده؛ و آنچه به موسی و عیسی و  پیامبران، از طرف پروردگارشان داده شده است؛ ما در میان هیچ یک از آنان فرقی نمی‌گذاریم؛ و در برابرِ  او تسلیم هستیم.»,s3.84,ابراهیم,people
بگو: «خدا راست گفته  است. بنا بر این، از آیین ابراهیم پیروی کنید، که به حق گرایش داشت، و از مشرکان نبود!»,s3.95,ابراهیم,people
در آن، نشانه‌های روشن،  مقام ابراهیم است؛ و هر کس داخل آن  شود؛ در امان خواهد بود، و برای خدا بر مردم است که آهنگ خانه  کنند، آنها که توانایی رفتن به سوی آن دارند. و هر کس کفر ورزد ، خداوند از همه جهانیان، بی‌نیاز است.,s3.97,ابراهیم,people
یا اینکه نسبت به مردم ، و بر آنچه خدا از فضلش به آنان بخشیده، حسد می‌ورزند؟ ما به آل ابراهیم،  کتاب و حکمت دادیم؛ و حکومت عظیمی در اختیار آنها  قرار دادیم.,s4.54,ابراهیم,people
دین و آیین چه کسی بهتر است از آن کس که خود را تسلیم خدا کند، و نیکوکار باشد، و پیرو آیین خالص و پاکِ ابراهیم گردد؟ و خدا ابراهیم را به دوستیِ خود، انتخاب کرد.,s4.125,ابراهیم,people
ما به تو وحی فرستادیم؛ همان گونه که به نوح و پیامبران بعد از او وحی فرستادیم؛ و  به ابراهیم و اسماعیل و اسحاق و یعقوب و اسباط  و عیسی و ایّوب و یونس و هارون و سلیمان وحی نمودیم؛ و به داوود زبور دادیم.,s4.163,ابراهیم,people
 هنگامی را که ابراهیم به پدرش  «آزر» گفت: «آیا بتهائی را معبودان خود انتخاب می‌کنی؟! من، تو و قوم تو را در گمراهی آشکاری می‌بینم.»,s6.74,ابراهیم,people
و این چنین، ملکوت آسمانها و زمین  را به ابراهیم نشان دادیم؛  و اهل یقین گردد.,s6.75,ابراهیم,people
اینها دلایل ما بود که به ابراهیم در برابر قومش دادیم! درجات هر کس را بخواهیم  بالا می‌بریم؛ پروردگار تو، حکیم و داناست.,s6.83,ابراهیم,people
بگو: «پروردگارم مرا به راه راست هدایت کرده؛ آیینی پابرجا ؛ آیین ابراهیم؛ که از آیینهای خرافی روی برگرداند؛ و از مشرکان نبود.»,s6.161,ابراهیم,people
آیا خبر کسانی که پیش از آنها بودند، به آنان نرسیده است؟! «قوم نوح» و «عاد» و «ثمود» و «قوم ابراهیم» و «اصحاب مدین»  و «شهرهای زیر و رو شده» ؛ پیامبرانشان دلایل روشن برای آنان آوردند،  خداوند به آنها ستم نکرد، امّا خودشان بر خویشتن ستم می‌کردند!,s9.70,ابراهیم,people
و استغفار ابراهیم برای پدرش ، فقط بخاطر وعده‌ای بود که به او داده بود ؛ امّا هنگامی که برای او روشن شد که وی دشمن خداست، از او بیزاری جست؛ به یقین، ابراهیم مهربان و بردبار بود!,s9.114,ابراهیم,people
فرستادگان ما  برای ابراهیم بشارت آوردند؛ گفتند: «سلام!»  گفت: «سلام!» و طولی نکشید که گوساله بریانی  آورد.,s11.69,ابراهیم,people
هنگامی که ترس ابراهیم فرو نشست، و بشارت به او رسید، درباره قوم لوط با ما مجادله می‌کرد...,s11.74,ابراهیم,people
چرا که ابراهیم، بردبار و دلسوز و بازگشت‌کننده  بود!,s11.75,ابراهیم,people
ای ابراهیم! از این  صرف‌نظر کن، که فرمان پروردگارت فرا رسیده؛ و بطور قطع عذاب  به سراغ آنها می‌آید؛ و برگشت ندارد!,s11.76,ابراهیم,people
و این گونه پروردگارت تو را برمی‌گزیند؛ و از تعبیر خوابها به تو می‌آموزد؛ و نعمتش را بر تو و بر خاندان یعقوب تمام و کامل می‌کند، همان‌گونه که پیش از این، بر پدرانت ابراهیم و اسحاق تمام کرد؛ به یقین، پروردگار تو دانا و حکیم است!»,s12.6,ابراهیم,people
من از آیین پدرانم ابراهیم و اسحاق و یعقوب پیروی کردم! برای ما شایسته نبود چیزی را همتای خدا قرار دهیم؛ این از فضل خدا بر ما و بر مردم است؛ ولی بیشتر مردم شکرگزاری نمی‌کنند!,s12.38,ابراهیم,people
 زمانی را که ابراهیم گفت: «پروردگارا! این شهر  را شهر امنی قرار ده! و من و فرزندانم را از پرستش بتها دور نگاه دار!,s14.35,ابراهیم,people
و به آنها از مهمانهای ابراهیم خبر ده!,s15.51,ابراهیم,people
ابراهیم  امّتی بود مطیع فرمان خدا؛ خالی از هر گونه انحراف؛ و از مشرکان نبود؛,s16.120,ابراهیم,people
سپس به تو وحی فرستادیم که از آیین ابراهیم -که ایمانی خالص داشت و از مشرکان نبود- پیروی کن!,s16.123,ابراهیم,people
در این کتاب، ابراهیم را یاد کن، که او بسیار راستگو، و پیامبر  بود!,s19.41,ابراهیم,people
گفت: «ای ابراهیم! آیا تو از معبودهای من روی گردانی؟! اگر  دست برنداری، تو را سنگسار می‌کنم! و برای مدّتی طولانی از من دور شو!»,s19.46,ابراهیم,people
آنها پیامبرانی بودند که خداوند مشمول نعمتشان قرار داده بود، از فرزندان آدم، و از کسانی که با نوح بر کشتی سوار کردیم، و از دودمان ابراهیم و یعقوب، و از کسانی که هدایت کردیم و برگزیدیم. آنها کسانی بودند که وقتی آیات خداوند رحمان بر آنان خوانده می‌شد به خاک می‌افتادند، در حالی که سجده می‌کردند و گریان بودند.,s19.58,ابراهیم,people
ما وسیله رشد ابراهیم را از قبل به او دادیم؛ و از  او آگاه بودیم...,s21.51,ابراهیم,people
 گفتند: «شنیدیم نوجوانی از  بتها سخن می‌گفت که او را ابراهیم می‌گویند.»,s21.60,ابراهیم,people
 گفتند: «تو این کار را با خدایان ما کرده‌ای، ای ابراهیم؟!»,s21.62,ابراهیم,people
 گفتیم: «ای آتش! بر ابراهیم سرد و سالم باش!»,s21.69,ابراهیم,people
آنها می‌خواستند ابراهیم را با این نقشه نابود کنند؛ ولی ما آنها را زیانکارترین مردم قرار دادیم!,s21.70,ابراهیم,people
 زمانی را که جای خانه  را برای ابراهیم آماده ساختیم  چیزی را همتای من قرار مده! و خانه‌ام را برای طواف‌کنندگان و قیام‌کنندگان و رکوع‌کنندگان و سجودکنندگان  پاک ساز!,s22.26,ابراهیم,people
و همچنین قوم ابراهیم و قوم لوط؛,s22.43,ابراهیم,people
و در راه خدا جهاد کنید، و حقّ جهادش را ادا نمایید! او شما را برگزید، و در دین  کار سنگین و سختی بر شما قرار ندارد؛ از آیین پدرتان ابراهیم پیروی کنید؛ خداوند شما را در کتابهای پیشین و در این کتاب آسمانی «مسلمان» نامید، تا پیامبر گواه بر شما باشد، و شما گواهان بر مردم! پس نماز را برپا دارید، و زکات را بدهید، و به خدا تمسّک جویید، که او مولا و سرپرست شماست! چه مولای خوب، و چه یاور شایسته‌ای!,s22.78,ابراهیم,people
و بر آنان خبر ابراهیم را بخوان،,s26.69,ابراهیم,people
ما ابراهیم را  فرستادیم، هنگامی که به قومش گفت: «خدا را پرستش کنید و از  او بپرهیزید که این برای شما بهتر است اگر بدانید!,s29.16,ابراهیم,people
و هنگامی که فرستادگان ما  بشارت  برای ابراهیم آوردند، گفتند: «ما اهل این شهر و آبادی را  هلاک خواهیم کرد، چرا که اهل آن ستمگرند!»,s29.31,ابراهیم,people
 هنگامی را که از پیامبران پیمان گرفتیم، و  از تو و از نوح و ابراهیم و موسی و عیسی بن مریم، و ما از همه آنان پیمان محکمی گرفتیم !,s33.7,ابراهیم,people
و از پیروان او ابراهیم بود؛,s37.83,ابراهیم,people
آنها طرحی برای نابودی ابراهیم ریخته بودند، ولی ما آنان را پست و مغلوب ساختیم!,s37.98,ابراهیم,people
هنگامی که هر دو تسلیم شدند و ابراهیم جبین او را بر خاک نهاد...,s37.103,ابراهیم,people
او را ندا دادیم که: «ای ابراهیم!,s37.104,ابراهیم,people
سلام بر ابراهیم!,s37.109,ابراهیم,people
و به خاطر بیاور بندگان ما ابراهیم و اسحاق و یعقوب را، صاحبان دستها  و چشمها !,s38.45,ابراهیم,people
آیینی را برای شما تشریع کرد که به نوح توصیه کرده بود؛ و آنچه را بر تو وحی فرستادیم و به ابراهیم و موسی و عیسی سفارش کردیم این بود که: دین را برپا دارید و در آن تفرقه ایجاد نکنید! و بر مشرکان گران است آنچه شما آنان را به سویش دعوت می کنید! خداوند هر کس را بخواهد برمی‌گزیند، و کسی را که به سوی او بازگردد هدایت می‌کند.,s42.13,ابراهیم,people
و به خاطر بیاور هنگامی را که ابراهیم به پدرش  و قومش گفت: «من از آنچه شما می‌پرستید بیزارم.,s43.26,ابراهیم,people
آیا خبر مهمانهای بزرگوار ابراهیم به تو رسیده است؟,s51.24,ابراهیم,people
و در کتب ابراهیم، همان کسی که وظیفه خود را بطور کامل ادا کرد،,s53.37,ابراهیم,people
ما نوح و ابراهیم را فرستادیم، و در دودمان آن دو نبوّت و کتاب قرار دادیم؛ بعضی از آنها هدایت یافته‌اند و بسیاری از آنها گنهکارند.,s57.26,ابراهیم,people
برای شما سرمشق خوبی در زندگی ابراهیم و کسانی که با او بودند وجود داشت، در آن هنگامی که به قوم  خود گفتند: «ما از شما و آنچه غیر از خدا می‌پرستید بیزاریم؛ ما نسبت به شما کافریم؛ و میان ما و شما عداوت و دشمنی همیشگی آشکار شده است؛ تا آن زمان که به خدای یگانه ایمان بیاورید! -جز آن سخن ابراهیم که به پدرش  گفت  که برای تو آمرزش طلب می‌کنم، و در عین حال در برابر خداوند برای تو مالک چیزی نیستم !- پروردگارا! ما بر تو توکّل کردیم و به سوی تو بازگشتیم، و همه فرجامها بسوی تو است!,s60.4,ابراهیم,people
در کتب ابراهیم و موسی.,s87.19,ابراهیم,people
و  هنگامی را که به فرشتگان گفتیم: «برای آدم سجده و خضوع کنید!» همگی سجده کردند؛ جز ابلیس که سر باز زد، و تکبر ورزید،  از کافران شد.,s2.34,ابلیس,people
ما شما را آفریدیم؛ سپس صورت بندی کردیم؛ بعد به فرشتگان گفتیم: «برای آدم خضوع کنید!» آنها همه سجده کردند؛ جز ابلیس که از سجده‌کنندگان نبود.,s7.11,ابلیس,people
جز ابلیس، که ابا کرد از اینکه با سجده‌کنندگان باشد.,s15.31,ابلیس,people
 فرمود: «ای ابلیس! چرا با سجده‌کنندگان نیستی؟!»,s15.32,ابلیس,people
 زمانی را که به فرشتگان گفتیم: «برای آدم سجده کنید!» آنها همگی سجده کردند، جز ابلیس که گفت: «آیا برای کسی سجده کنم که او را از خاک آفریده‌ای؟!»,s17.61,ابلیس,people
به یاد آرید زمانی را که به فرشتگان گفتیم: «برای آدم سجده کنید!» آنها همگی سجده کردند جز ابلیس -که از جن بود- و از فرمان پروردگارش بیرون شد آیا  او و فرزندانش را به جای من اولیای خود انتخاب می‌کنید، در حالی که آنها دشمن شما هستند؟!  چه جایگزینی بدی است برای ستمکاران!,s18.50,ابلیس,people
و به یاد آور هنگامی را که به فرشتگان گفتیم: «برای آدم سجده کنید!» همگی سجده کردند؛ جز ابلیس که سرباز زد !,s20.116,ابلیس,people
و همچنین همگی لشکریان ابلیس!,s26.95,ابلیس,people
 بیقین، ابلیس گمان خود را درباره آنها محقّق یافت که همگی از او پیروی کردند جز گروه اندکی از مؤمنان!,s34.20,ابلیس,people
جز ابلیس که تکبّر ورزید و از کافران بود!,s38.74,ابلیس,people
گفت: «ای ابلیس! چه چیز مانع تو شد که بر مخلوقی که با قدرت خود او را آفریدم سجده کنی؟! آیا تکبّر کردی یا از برترینها بودی؟! »,s38.75,ابلیس,people
و هنگامی که افراد باایمان را ملاقات می‌کنند، و می‌گویند: «ما ایمان آورده‌ایم!»  هنگامی که با شیطانهای خود خلوت می‌کنند، می‌گویند: «ما با شمائیم! ما فقط  مسخره می‌کنیم!»,s2.14, شیطان,people
پس شیطان موجب لغزش آنها از بهشت شد؛ و آنان را از آنچه در آن بودند، بیرون کرد. و  به آنها گفتیم: «همگی  فرود آیید! در حالی که بعضی دشمن دیگری خواهید بود. و برای شما در زمین، تا مدت معینی قرارگاه و وسیله بهره برداری خواهد بود.»,s2.36, شیطان,people
ای مردم! از آنچه در زمین است، حلال و پاکیزه بخورید! و از گامهای شیطان، پیروی نکنید! چه اینکه او، دشمن آشکار شماست!,s2.168, شیطان,people
ای کسانی که ایمان آورده‌اید همگی در صلح و آشتی درآیید! و از گامهای شیطان، پیروی نکنید؛ که او دشمن آشکار شماست‌,s2.208, شیطان,people
کسانی که ربا می‌خورند،  برنمی‌خیزند مگر مانند کسی که بر اثر تماسّ شیطان، دیوانه شده . این، به خاطر آن است که گفتند: «داد و ستد هم مانند ربا است » در حالی که خدا بیع را حلال کرده، و ربا را حرام!  و اگر کسی اندرز الهی به او رسد، و  خودداری کند، سودهایی که در سابق  به دست آورده، مال اوست؛  و کار او به خدا واگذار می‌شود؛  امّا کسانی که بازگردند ، اهل آتشند؛ و همیشه در آن می‌مانند.,s2.275, شیطان,people
ولی هنگامی که او را به دنیا آورد،  گفت: «خداوندا! من او را دختر آوردم -ولی خدا از آنچه او به دنیا آورده بود، آگاهتر بود- و پسر، همانند دختر نیست.  من او را مریم نام گذاردم؛ و او و فرزندانش را از  شیطان رانده شده، در پناه تو قرار می‌دهم.»,s3.36, شیطان,people
کسانی که در روز روبرو شدن دو جمعیت با یکدیگر ، فرار کردند، شیطان آنها را بر اثر بعضی از گناهانی که مرتکب شده بودند، به لغزش انداخت؛ و خداوند آنها را بخشید. خداوند، آمرزنده و بردبار است.,s3.155, شیطان,people
این فقط شیطان است که پیروان خود را  می‌ترساند. از آنها نترسید! و تنها از من بترسید اگر ایمان دارید!,s3.175, شیطان,people
و آنها کسانی هستند که اموال خود را برای نشان‌دادن به مردم انفاق می‌کنند، و ایمان به خدا و روز بازپسین ندارند؛  و کسی که شیطان قرین او باشد، بد همنشین و قرینی است.,s4.38, شیطان,people
آیا ندیدی کسانی را که گمان می‌کنند به آنچه  بر تو و بر پیشینیان نازل شده، ایمان آورده‌اند، ولی می‌خواهند برای داوری نزد طاغوت و حکّام باطل بروند؟! با اینکه به آنها دستور داده شده که به طاغوت کافر شوند. امّا شیطان می‌خواهد آنان را گمراه کند، و به بیراهه‌های دور دستی بیفکند.,s4.60, شیطان,people
کسانی که ایمان دارند، در راه خدا پیکار می‌کنند؛ و آنها که کافرند، در راه طاغوت . پس شما با یاران شیطان، پیکار کنید!  زیرا که نقشه شیطان،  ضعیف است.,s4.76, شیطان,people
و هنگامی که خبری از پیروزی یا شکست به آنها برسد،  آن را شایع می‌سازند؛ در حالی که اگر آن را به پیامبر و پیشوایان -که قدرت تشخیص کافی دارند- بازگردانند، از ریشه‌های مسائل آگاه خواهند شد. و اگر فضل و رحمت خدا بر شما نبود، جز عدّه کمی، همگی از شیطان پیروی می‌کردید .,s4.83, شیطان,people
آنچه غیر از خدا می‌خوانند، فقط بتهایی است ، که هیچ اثری ندارد؛ و  شیطان سرکش و ویرانگر است.,s4.117, شیطان,people
و آنها را گمراه می‌کنم! و به آرزوها سرگرم می‌سازم! و به آنان دستور می‌دهم که  گوش چهارپایان را بشکافند، و آفرینشِ پاک خدایی را تغییر دهند! » و هر کس، شیطان را به جای خدا ولّیِ خود برگزیند، زیانِ آشکاری کرده است.,s4.119, شیطان,people
ای کسانی که ایمان آورده‌اید! شراب و قمار و بتها و ازلام ، پلید و از عمل شیطان است، از آنها دوری کنید تا رستگار شوید!,s5.90, شیطان,people
چرا هنگامی که مجازات ما به آنان رسید،  تسلیم نشدند؟! بلکه دلهای آنها قساوت پیدا کرد؛ و شیطان، هر کاری را که می‌کردند، در نظرشان زینت داد!,s6.43, شیطان,people
هرگاه کسانی را دیدی که آیات ما را استهزا می‌کنند، از آنها روی بگردان تا به سخن دیگری بپردازند! و اگر شیطان از یاد تو ببرد، هرگز پس از یادآمدن با این جمعیّت ستمگر منشین!,s6.68, شیطان,people
بگو: «آیا غیر از خدا، چیزی را بخوانیم  که نه سودی به حال ما دارد، نه زیانی؛ و  به عقب برگردیم بعد از آنکه خداوند ما را هدایت کرده است؟! همانند کسی که بر اثر وسوسه‌های شیطان، در روی زمین راه را گم کرده، و سرگردان مانده است؛ در حالی که یارانی هم دارد که او را به هدایت دعوت می‌کنند  به سوی ما بیا!» بگو: «تنها هدایت خداوند، هدایت است؛ و ما دستور داریم که تسلیم پروردگار عالمیان باشیم.,s6.71, شیطان,people
 از چهارپایان، برای شما حیوانات باربر، و حیوانات کوچک  آفرید؛ از آنچه به شما روزی داده است، بخورید! و از گامهای شیطان پیروی ننمایید، که او دشمن آشکار شماست!,s6.142, شیطان,people
